"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2803131650716480217",="2803131650716480217","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","8.90","1","AQZH20","颜色分类：耐高糖酵母5g*10袋【无赠品】","null","null","交易成功","AQZH20",="2022080522001194041424293430","8.83","8.83","没有申请退款","无退款申请","2022-08-05 23:45:58","2022-08-05 23:46:07"
="2801883384555060357",="2801883384555060357","海底捞火锅蘸料120g*3包原味香辣麻辣芝麻花生酱小包装调味料家用","11.70","1","null","口味：原味蘸料120g*3袋","null","null","交易成功","null",="2022080522001172321441357761","11.35","11.35","没有申请退款","无退款申请","2022-08-05 23:43:55","2022-08-05 23:44:19"
="2803541907870434659",="2803541907870434659","凤球唛甜辣酱290g泰式甜辣椒酱佐餐炸鸡块披萨手抓饼蘸酱挤压瓶装","7.50","1","fqmtlj01","口味：甜辣酱290g*1瓶","null","null","交易成功","fqmtlj01",="2022080522001148381439110507","7.28","7.28","没有申请退款","无退款申请","2022-08-05 23:43:16","2022-08-05 23:43:34"
="1635643419084452796",="1635643419083452796","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","12.90","2","null","口味：鲜香菌汤110g*1袋（3-5人份）","null","null","交易成功","null",="2022080522001173131415631829","24.51","24.51","没有申请退款","无退款申请","2022-08-05 23:43:11","2022-08-05 23:43:30"
="1635643419085452796",="1635643419083452796","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","9.90","1","null","口味：酸香番茄200g*1袋（3-5人份）","null","null","交易成功","null",="2022080522001173131415631829","9.41","9.41","没有申请退款","无退款申请","2022-08-05 23:43:11","2022-08-05 23:43:30"
="2803128734814390123",="2803128734814390123","海底捞自热米饭自热锅煲仔饭即食自热宿舍快餐免煮饭方便速食食品","12.90","1","null","口味：红烧牛肉自热米饭*1盒（送香菇酱2包）","null","null","交易成功","null",="2022080522001194271423401572","12.52","12.02","没有申请退款","无退款申请","2022-08-05 23:43:10","2022-08-05 23:43:22"
="2803130930202434659",="2803130930202434659","凤球唛番茄酱番茄沙司250g*2瓶蕃茄酱家用商用挤压瓶薯条专用蘸酱","9.80","1","FQMZH18","null","null","null","交易成功","FQMZH18",="2022080522001148381439103600","9.51","9.51","没有申请退款","无退款申请","2022-08-05 23:43:00","2022-08-05 23:43:05"
="2801881404527407933",="2801881404527407933","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080522001138851444416616","6.56","6.56","没有申请退款","无退款申请","2022-08-05 23:42:54","2022-08-05 23:42:56"
="2803126754937495122",="2803126754937495122","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080522001162821436536340","6.56","6.56","没有申请退款","无退款申请","2022-08-05 23:41:39","2022-08-05 23:41:59"
="2802750805952497535",="2802750805951497535","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","4","null","口味：1人份丨清油底料120g","null","null","交易成功","null",="2022080522001171691421505674","26.22","26.22","没有申请退款","无退款申请","2022-08-05 23:41:34","2022-08-05 23:41:39"
="2802750805953497535",="2802750805951497535","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","12.90","2","null","口味：上汤三鲜200g*1袋（3-5人份）","null","null","交易成功","null",="2022080522001171691421505674","24.51","24.51","没有申请退款","无退款申请","2022-08-05 23:41:34","2022-08-05 23:41:39"
="2803126502833499923",="2803126502833499923","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","41.80","1","MJZH11","口味：原味牛肉*6盒","null","null","交易成功","MJZH11",="2022080522001130671421057210","29.71","29.71","没有申请退款","无退款申请","2022-08-05 23:40:55","2022-08-05 23:41:00"
="2801874960530087016",="2801874960530087016","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","26.90","1","null","口味：【共3盒】原味牛肉1盒+玉米1盒+咖喱1盒","null","null","交易成功","null",="2022080522001127591408458105","16.90","16.90","没有申请退款","无退款申请","2022-08-05 23:37:20","2022-08-05 23:37:30"
="2803538271031037009",="2803538271031037009","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","13.50","1","AQZH04","颜色分类：5g*20袋【送蒸布+切刀】","null","null","交易成功","AQZH04",="2022080522001134421441145063","13.20","13.20","没有申请退款","无退款申请","2022-08-05 23:36:51","2022-08-05 23:36:57"
="2803537011293729847",="2803537011292729847","川娃子蒜蓉酱240g*2瓶烤生蚝烤茄子大蒜酱蒜泥酱火锅蘸料烧烤调料","11.90","1","cwzsrj01","口味：蒜蓉酱240g*1瓶","null","null","交易成功","cwzsrj01",="2022080522001147871428434304","11.55","11.55","没有申请退款","无退款申请","2022-08-05 23:36:44","2022-08-05 23:36:47"
="2803537011294729847",="2803537011292729847","海底捞金汤酸汤肥牛调料包家用黄灯笼辣椒商用酸辣料理包酸菜鱼","29.70","1","null","口味：酸汤肥牛200g*3袋【送2包小米辣】","null","null","交易成功","null",="2022080522001147871428434304","28.81","28.81","没有申请退款","无退款申请","2022-08-05 23:36:44","2022-08-05 23:36:47"
="2803537011295729847",="2803537011292729847","海天盐焗鸡粉专用料30g*3袋 广东客家盐局鸡粉鸡爪虾沙姜粉家用","8.90","1","HTZH57","净含量：30g;口味：盐焗鸡粉30g*6袋（送上色黄栀子）","null","null","交易成功","HTZH57",="2022080522001147871428434304","8.64","8.64","没有申请退款","无退款申请","2022-08-05 23:36:44","2022-08-05 23:36:47"
="2803536615208114542",="2803536615208114542","海底捞红葱黄豆酱即食酱下饭拌饭拌面豆瓣酱佐餐酱调味酱210g瓶装","30.00","2","null","null","null","null","交易成功","null",="2022080522001188451455993458","17.45","17.45","没有申请退款","无退款申请","2022-08-05 23:36:05","2022-08-05 23:36:06"
="1635639675398389075",="1635639675398389075","雀巢Maggi美极土豆泥冲泡代餐方便即食宵夜速食懒人食品 12盒整箱","79.90","1","MJZH57","口味：【整箱12盒】原味牛肉*12盒","null","null","交易成功","MJZH57",="2022080522001139711413628379","57.51","57.51","没有申请退款","无退款申请","2022-08-05 23:33:46","2022-08-05 23:33:49"
="2802741841869021923",="2802741841869021923","川崎纯芝麻酱168g*3袋正宗热干面酱拌面酱凉皮面条调料包火锅蘸料","15.90","1","CQZH088","口味：纯芝麻酱168g*1袋+芝麻花生酱168g*1袋（挤挤装）","null","null","交易成功","CQZH088",="2022080522001177451452741066","15.43","15.43","没有申请退款","无退款申请","2022-08-05 23:33:14","2022-08-05 23:33:24"
="1635685969117851694",="1635685969117851694","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","3","null","口味：1人份丨番茄底料125g","null","null","交易成功","null",="2022080522001185041414121205","20.70","20.70","没有申请退款","无退款申请","2022-08-05 23:32:49","2022-08-05 23:33:35"
="2801869020479782348",="2801869020479782348","凤球唛番茄调味酱850g沙司商用手抓饼薯条披萨意大利面酱番茄酱","12.90","6","null","null","null","null","交易成功","null",="2022080522001165791412848334","65.80","65.80","没有申请退款","无退款申请","2022-08-05 23:32:00","2022-08-05 23:32:02"
="1635588158059128598",="1635588158059128598","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","13.90","1","AQZH22","颜色分类：耐高糖酵母5g*20袋【无赠品】","null","null","交易成功","AQZH22",="2022080522001176315729181692","13.21","13.21","没有申请退款","无退款申请","2022-08-05 23:31:39","2022-08-05 23:31:43"
="1635638199728617782",="1635638199728617782","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","9.50","1","AQZH27","颜色分类：【甜味型】甜酒曲8g*10袋（送蒸布+量勺5件套）","null","null","交易成功","AQZH27",="2022080522001122701434171462","9.29","9.29","没有申请退款","无退款申请","2022-08-05 23:30:44","2022-08-05 23:30:46"
="1635586934496020189",="1635586934496020189","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨三鲜底料100g","null","null","交易成功","null",="2022080522001157061413513639","6.56","6.56","没有申请退款","无退款申请","2022-08-05 23:29:42","2022-08-06 00:06:20"
="2801865168573448918",="2801865168573448918","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080522001134861438841175","6.56","6.56","没有申请退款","无退款申请","2022-08-05 23:28:56","2022-08-05 23:29:13"
="2802736441437173134",="2802736441437173134","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080522001150431432847120","6.90","6.90","没有申请退款","无退款申请","2022-08-05 23:27:11","2022-08-05 23:27:35"
="2801863224378698829",="2801863224378698829","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080522001134931434340130","6.56","6.56","没有申请退款","无退款申请","2022-08-05 23:26:29","2022-08-05 23:26:40"
="2802732985872210623",="2802732985872210623","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","4.90","1","AQZH35","颜色分类：【甜味型】甜酒曲8g*5袋（无赠品）","null","null","交易成功","AQZH35",="2022080522001178791416181588","4.90","4.90","没有申请退款","无退款申请","2022-08-05 23:26:03","2022-08-05 23:26:06"
="1635585026909060995",="1635585026909060995","川南爽口下饭菜开味菜454g瓶装黄花豇豆咸菜四川早餐学生酱菜榨菜","9.80","1","null","口味：爽口下饭菜235g","null","null","交易成功","null",="2022080522001170031411234228","9.80","9.80","没有申请退款","无退款申请","2022-08-05 23:25:27","2022-08-05 23:25:37"
="1635636111395521099",="1635636111395521099","川南爽口下饭菜开味菜454g瓶装黄花豇豆咸菜四川早餐学生酱菜榨菜","9.80","1","null","口味：豇豆下饭菜235g","null","null","交易成功","null",="2022080522001191381445320171","9.31","9.31","没有申请退款","无退款申请","2022-08-05 23:23:53","2022-08-05 23:24:04"
="2801857680232734041",="2801857680232734041","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080522001144671418215026","6.56","6.56","没有申请退款","无退款申请","2022-08-05 23:21:51","2022-08-05 23:21:56"
="2803518831090753329",="2803518831090753329","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","5.90","1","AQZH28","颜色分类：【甜味型】甜酒曲8g*5袋（送蒸布+量勺5件套）","null","null","交易成功","AQZH28",="2022080522001163751433159936","5.73","5.73","没有申请退款","无退款申请","2022-08-05 23:21:39","2022-08-05 23:21:40"
="2801852856348445440",="2801852856348445440","凤球唛番茄调味酱850g沙司商用手抓饼薯条披萨意大利面酱番茄酱","12.90","1","null","null","null","null","交易成功","null",="2022080522001160891438182181","12.90","12.90","没有申请退款","无退款申请","2022-08-05 23:18:03","2022-08-05 23:21:17"
="2803100546698474031",="2803100546698474031","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","13.50","1","AQZH04","颜色分类：5g*20袋【送蒸布+切刀】","null","null","交易成功","AQZH04",="2022080522001110831435926118","13.26","13.26","没有申请退款","无退款申请","2022-08-05 23:17:34","2022-08-05 23:17:39"
="2803096838243751407",="2803096838243751407","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080522001159315728940836","6.56","6.56","没有申请退款","无退款申请","2022-08-05 23:17:17","2022-08-05 23:17:26"
="1635582326285378794",="1635582326285378794","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080522001147141415494207","6.90","6.90","没有申请退款","无退款申请","2022-08-05 23:16:32","2022-08-05 23:16:41"
="1634903652851533096",="1634903652851533096","太太乐三鲜鸡精100g*2袋 炒菜提鲜煲汤代替味精鸡精家用厨房调料","11.60","1","TTLZH09","null","null","null","交易成功","TTLZH09",="2022080522001111391443834014","10.48","10.48","没有申请退款","无退款申请","2022-08-05 23:15:47","2022-08-05 23:15:49"
="2802721825447223721",="2802721825447223721","味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","34.99","1","null","口味：麻辣拉面320g*3袋","null","null","交易成功","null",="2022080522001117231416008627","34.99","34.99","没有申请退款","无退款申请","2022-08-05 23:15:47","2022-08-05 23:15:49"
="2803097198510223721",="2803097198510223721","味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","32.99","1","null","口味：猪骨汤拉面305g*3袋","null","null","交易成功","null",="2022080522001117231416306664","32.99","32.99","没有申请退款","无退款申请","2022-08-05 23:14:42","2022-08-05 23:14:44"
="2803097198509223721",="2803097198509223721","味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","32.99","1","null","口味：猪骨汤拉面305g*3袋","null","null","交易成功","null",="2022080522001117231416306663","32.99","32.99","没有申请退款","无退款申请","2022-08-05 23:14:42","2022-08-05 23:14:44"
="1635581318200754487",="1635581318200754487","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","5.90","1","null","颜色分类：【风味型】甜酒曲8g*5袋（送蒸布+量勺5件套）","null","null","交易成功","null",="2022080522001199781414467237","5.73","5.73","没有申请退款","无退款申请","2022-08-05 23:14:23","2022-08-05 23:14:30"
="1634903796194216781",="1634903796194216781","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨泡菜底料125g","null","null","交易成功","null",="2022080522001137801431351940","6.56","6.56","没有申请退款","无退款申请","2022-08-05 23:13:49","2022-08-05 23:13:53"
="1634903148591284883",="1634903148591284883","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","2","null","口味：1人份丨番茄底料125g","null","null","交易成功","null",="2022080522001154141422607275","13.80","13.80","没有申请退款","无退款申请","2022-08-05 23:13:47","2022-08-05 23:13:54"
="2801847528151035670",="2801847528151035670","雀巢Maggi美极土豆泥冲泡代餐方便即食宵夜速食懒人食品 12盒整箱","79.90","1","MJZH57","口味：【整箱12盒】咖喱牛肉*12盒","null","null","交易成功","MJZH57",="2022080522001145961432214878","59.90","59.90","没有申请退款","无退款申请","2022-08-05 23:13:23","2022-08-05 23:13:25"
="2803507959009376637",="2803507959009376637","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","4","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080522001166861428645236","27.51","27.51","没有申请退款","无退款申请","2022-08-05 23:12:37","2022-08-05 23:13:38"
="2803092842581993145",="2803092842581993145","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","5.50","1","AQZH31","颜色分类：【甜味型】甜酒曲8g*5袋（送蒸布）","null","null","交易成功","AQZH31",="2022080522001195691413390611","5.34","5.34","没有申请退款","无退款申请","2022-08-05 23:11:47","2022-08-05 23:11:54"
="1635630495424284883",="1635630495424284883","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨番茄底料125g","null","null","交易成功","null",="2022080522001154141421961366","6.56","6.56","没有申请退款","无退款申请","2022-08-05 23:11:35","2022-08-05 23:11:49"
="2801841516478873943",="2801841516478873943","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨番茄底料125g","null","null","交易成功","null",="2022080522001174851448045367","6.56","6.56","没有申请退款","无退款申请","2022-08-05 23:09:44","2022-08-05 23:09:53"
="2801840868191766305",="2801840868191766305","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","12.90","1","null","口味：鲜香清汤110g*1袋（3-5人份）","null","null","交易成功","null",="2022080522001177351400320076","12.26","12.26","没有申请退款","无退款申请","2022-08-05 23:08:23","2022-08-05 23:08:28"
="2802711853335634001",="2802711853335634001","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080522001165691415238625","6.56","6.56","没有申请退款","无退款申请","2022-08-05 23:07:45","2022-08-05 23:08:16"
="2803086758735783315",="2803086758735783315","草原红太阳韭花酱200g*5袋 内蒙古韭菜花酱自制农家特产火锅蘸料","16.80","1","null","口味：【每袋3.16元】韭花酱200g*5袋","null","null","交易成功","null",="2022080522001196501454616511","15.12","15.12","没有申请退款","无退款申请","2022-08-05 23:07:43","2022-08-05 23:07:47"
="1635676105345402289",="1635676105345402289","雀巢Maggi美极土豆泥 4盒组合装 代餐早餐夜宵即食冲泡速溶粉桶装","68.00","1","MJZH01","null","null","null","交易成功","MJZH01",="2022080522001116611410632781","19.40","19.40","没有申请退款","无退款申请","2022-08-05 23:07:14","2022-08-05 23:07:19"
="2802707569965929605",="2802707569965929605","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨番茄底料125g","null","null","交易关闭","null",="2022080522001135961429491495","6.56","6.56","退款成功","6.56","2022-08-05 23:06:42","2022-08-05 23:07:06"
="2803085282352881951",="2803085282352881951","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","7.90","1","null","口味：青椒牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080522001190191423928787","7.51","7.51","没有申请退款","无退款申请","2022-08-05 23:05:26","2022-08-05 23:05:38"
="2802708001310611559",="2802708001310611559","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","3.50","1","aqjq01","颜色分类：【甜味型】甜酒曲8g*1袋（品尝装）","null","null","交易成功","aqjq01",="2022080522001110431430393228","3.40","3.40","没有申请退款","无退款申请","2022-08-05 23:05:10","2022-08-05 23:05:12"
="2801835396372940748",="2801835396372940748","海底捞麻辣小龙虾调味料十三香蒜蓉油焖香辣蟹调料包蒜香配料酱料","9.90","5","null","口味：油焖味230g","null","null","交易成功","null",="2022080522001180621425472150","39.60","39.60","没有申请退款","无退款申请","2022-08-05 23:05:00","2022-08-05 23:05:01"
="2803497411002851800",="2803497411002851800","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","5.90","1","AQZH28","颜色分类：【甜味型】甜酒曲8g*5袋（送蒸布+量勺5件套）","null","null","交易成功","AQZH28",="2022080522001141331445478969","5.81","5.81","没有申请退款","无退款申请","2022-08-05 23:04:19","2022-08-05 23:04:21"
="2802702565975958247",="2802702565974958247","川南榨菜53g下饭菜小包装四川儿童学生麻辣萝卜干木耳酸辣海带丝","14.90","1","null","口味：木耳菜片53g*10包","null","null","交易成功","null",="2022080522001124351403525693","14.46","14.46","没有申请退款","无退款申请","2022-08-05 23:03:07","2022-08-05 23:03:13"
="2802702565976958247",="2802702565974958247","川南榨菜53g下饭菜小包装四川儿童学生麻辣萝卜干木耳酸辣海带丝","14.90","1","null","口味：儿童榨菜53g*10包","null","null","交易成功","null",="2022080522001124351403525693","14.46","14.46","没有申请退款","无退款申请","2022-08-05 23:03:07","2022-08-05 23:03:13"
="2803081286475080474",="2803081286475080474","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","9.50","1","AQZH06","颜色分类：5g*10袋【送蒸布+切刀】","null","null","交易成功","AQZH06",="2022080522001127511432239734","9.50","9.50","没有申请退款","无退款申请","2022-08-05 23:02:18","2022-08-05 23:02:25"
="2803490895912229874",="2803490895912229874","海天捞拌汁450ml*2瓶装捞汁沙拉汁素食海鲜东北凉拌菜调味料拌汁","16.90","1","HTZH85","净含量：450ml;颜色分类：捞拌汁450ml*2瓶","null","null","交易成功","HTZH85",="2022080522001179891430491359","16.40","16.40","没有申请退款","无退款申请","2022-08-05 23:02:10","2022-08-05 23:02:12"
="2802703501318643474",="2802703501318643474","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","50.80","1","MJZH58","口味：【共8盒】4口味各2盒（经典款）","null","null","交易成功","MJZH58",="2022080522001185441433681750","40.80","40.80","没有申请退款","无退款申请","2022-08-05 23:01:55","2022-08-05 23:02:03"
="2801831148288912227",="2801831148288912227","王致和干黄酱180g*3袋 老北京炸酱面豆瓣黄豆酱拌面酱干酱葱伴侣","9.90","1","WZHZH26","口味：【每袋3.3元】王致和干黄酱180g*3袋","null","null","交易成功","WZHZH26",="2022080522001196315729073465","9.72","9.72","没有申请退款","无退款申请","2022-08-05 23:01:47","2022-08-05 23:01:48"
="1635575486289216781",="1635575486289216781","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨番茄底料125g","null","null","交易成功","null",="2022080522001137801431282891","6.56","6.56","没有申请退款","无退款申请","2022-08-05 23:01:46","2022-08-05 23:01:55"
="2801829024607648358",="2801829024607648358","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","24.80","1","MJZH17","口味：鸡茸烤洋葱*2盒","null","null","交易成功","MJZH17",="2022080522001103521439644944","13.56","13.56","退款关闭","0.00","2022-08-05 23:01:11","2022-08-05 23:01:13"
="2801830176086474211",="2801830176086474211","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080522001155231412257760","6.56","6.56","没有申请退款","无退款申请","2022-08-05 23:00:19","2022-08-05 23:00:26"
="2801825676856510200",="2801825676856510200","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","12.90","1","AQZH03","颜色分类：5g*20袋【无赠品】","null","null","交易成功","AQZH03",="2022080522001146361440500880","12.26","12.26","没有申请退款","无退款申请","2022-08-05 22:59:39","2022-08-05 22:59:48"
="2801828160324474211",="2801828160324474211","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080522001155231411794118","6.56","6.56","没有申请退款","无退款申请","2022-08-05 22:59:36","2022-08-05 22:59:52"
="2803077542253648358",="2803077542253648358","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","32.80","1","MJZH09","口味：咖喱牛肉*4盒","null","null","交易成功","MJZH09",="2022080522001103521439762842","21.16","21.16","没有申请退款","无退款申请","2022-08-05 22:59:19","2022-08-05 22:59:21"
="2803487619522099267",="2803487619522099267","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","19.50","1","AQZH25","颜色分类：【甜味型】甜酒曲8g*30袋（送蒸布+量勺5件套）","null","null","交易成功","AQZH25",="2022080522001120461440638317","18.92","18.92","没有申请退款","无退款申请","2022-08-05 22:58:49","2022-08-05 22:58:51"
="2802696877804648358",="2802696877804648358","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","24.80","1","MJZH17","口味：鸡茸烤洋葱*2盒","null","null","交易成功","MJZH17",="2022080522001103521439644943","13.56","13.56","退款成功","5.29","2022-08-05 22:58:26","2022-08-05 22:58:28"
="2801826972110330435",="2801826972109330435","海底捞麻辣小龙虾调味料十三香蒜蓉油焖香辣蟹调料包蒜香配料酱料","9.90","1","null","口味：蒜蓉味320g","null","null","交易成功","null",="2022080522001124731422491811","8.83","8.83","没有申请退款","无退款申请","2022-08-05 22:58:15","2022-08-05 22:58:22"
