"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2792352206164810609",="2792352206164810609","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","12.90","1","AQZH36","颜色分类：【甜酒曲】甜味型8g*10袋+风味型8g*10袋（无赠品）","null","null","交易成功","AQZH36",="2022073122001122371440943059","12.90","12.90","没有申请退款","无退款申请","2022-07-31 23:54:14","2022-07-31 23:54:17"
="1631638706417129595",="1631638706417129595","太太乐三鲜鸡精100g*2袋 炒菜提鲜煲汤代替味精鸡精家用厨房调料","11.60","1","TTLZH09","null","null","null","交易成功","TTLZH09",="2022073122001186061411965599","10.48","10.48","没有申请退款","无退款申请","2022-07-31 23:52:19","2022-08-01 00:02:42"
="2792766999231932659",="2792766999231932659","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","5","null","口味：1人份丨清油底料120g","null","null","交易成功","null",="2022073122001101891424127602","32.78","32.78","没有申请退款","无退款申请","2022-07-31 23:52:10","2022-07-31 23:52:18"
="2791077408384023656",="2791077408384023656","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","8.50","1","AQZH34","颜色分类：【甜味型】甜酒曲8g*10袋（无赠品）","null","null","交易成功","AQZH34",="2022073122001180751425110699","8.43","8.43","没有申请退款","无退款申请","2022-07-31 23:51:34","2022-07-31 23:51:35"
="2792764479542119860",="2792764479542119860","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","50.80","1","MJZH58","口味：【共8盒】4口味各2盒（经典款）","null","null","交易成功","MJZH58",="2022073122001152321436890208","40.80","40.80","没有申请退款","无退款申请","2022-07-31 23:50:59","2022-07-31 23:51:03"
="2792344538617930310",="2792344538616930310","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","12.90","1","null","口味：麻辣香锅220g*1袋（3-5人份）","null","null","交易成功","null",="2022073122001190041414277558","12.26","12.26","没有申请退款","无退款申请","2022-07-31 23:49:54","2022-07-31 23:49:59"
="2792344538618930310",="2792344538616930310","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","14.80","1","null","口味：【买就送5】醇香牛油+青椒牛油","null","null","交易成功","null",="2022073122001190041414277558","14.06","14.06","没有申请退款","无退款申请","2022-07-31 23:49:54","2022-07-31 23:49:59"
="2792763039666437250",="2792763039666437250","太太乐原味鲜鸡鲜调味料109g提鲜炒菜煲汤替代鸡精鸡粉厨房调味料","19.80","1","ttlxjx01","null","null","null","交易成功","ttlxjx01",="2022073122001110111414076957","9.61","9.61","没有申请退款","无退款申请","2022-07-31 23:49:48","2022-07-31 23:49:56"
="2792761347728752901",="2792761347727752901","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","3","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022073122001187431420794113","19.67","19.67","没有申请退款","无退款申请","2022-07-31 23:49:00","2022-07-31 23:49:02"
="2792761347729752901",="2792761347727752901","海底捞火锅蘸料原味香辣麻辣组合花生芝麻酱火锅调味料小包装家用","19.50","1","null","口味：香辣3包+麻辣2包（送麻辣香1包）","null","null","交易成功","null",="2022073122001187431420794113","18.92","18.92","没有申请退款","无退款申请","2022-07-31 23:49:00","2022-07-31 23:49:02"
="2791992817691705434",="2791992817691705434","川南香辣牛肉酱200g香菇酱爆椒拌菜辣椒酱即食四川剁椒拌面拌饭酱","29.80","1","null","口味：香菇牛肉酱200g*2瓶（送2包蒜蓉辣酱+铁勺1把）","null","null","交易成功","null",="2022073122001190931426601731","28.91","28.91","没有申请退款","无退款申请","2022-07-31 23:48:51","2022-07-31 23:48:54"
="2792343782059225214",="2792343782059225214","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","18.50","1","AQZH32","颜色分类：【甜味型】甜酒曲8g*30袋（无赠品）","null","null","交易成功","AQZH32",="2022073122001106211404536363","17.95","17.95","没有申请退款","无退款申请","2022-07-31 23:48:13","2022-07-31 23:48:14"
="2792341694668796165",="2792341694668796165","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨三鲜底料100g","null","null","交易成功","null",="2022073122001168341432704786","6.56","6.56","没有申请退款","无退款申请","2022-07-31 23:48:01","2022-07-31 23:48:04"
="1631635034320584989",="1631635034320584989","味千拉面鸡汤猪骨汤拉面305g2人份带料包速食日式拌面条锅煮面","32.99","1","null","口味：猪骨汤305g*3袋","null","null","交易成功","null",="2022073122001185301453713484","32.01","32.01","没有申请退款","无退款申请","2022-07-31 23:47:44","2022-07-31 23:47:50"
="2791991629238204661",="2791991629237204661","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨泡菜底料125g","null","null","交易成功","null",="2022073122001148961423798079","6.90","6.90","没有申请退款","无退款申请","2022-07-31 23:47:29","2022-07-31 23:47:33"
="2791991629239204661",="2791991629237204661","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨冬阴功底料120g","null","null","交易成功","null",="2022073122001148961423798079","6.90","6.90","没有申请退款","无退款申请","2022-07-31 23:47:29","2022-07-31 23:47:33"
="1631727013251970377",="1631727013250970377","海底捞红咖喱风味牛油火锅底料150g家用小包装泰式香浓微辣调料","30.00","1","null","null","null","null","交易成功","null",="2022073122001141111409513061","9.22","9.22","没有申请退款","无退款申请","2022-07-31 23:47:15","2022-07-31 23:47:25"
="1631727013252970377",="1631727013250970377","海底捞火锅蘸料原味香辣麻辣组合花生芝麻酱火锅调味料小包装家用","19.50","1","null","口味：原味120g*5包（送麻辣香1包）","null","null","交易成功","null",="2022073122001141111409513061","18.92","18.92","没有申请退款","无退款申请","2022-07-31 23:47:15","2022-07-31 23:47:25"
="2791069380591454262",="2791069380591454262","王致和干黄酱180g*3袋 老北京炸酱面豆瓣黄豆酱拌面酱干酱葱伴侣","9.90","1","null","口味：【每袋3.3元】王致和干黄酱180g*3袋","null","null","交易成功","null",="2022073122001138141412332578","9.61","9.61","没有申请退款","无退款申请","2022-07-31 23:46:19","2022-07-31 23:46:26"
="2791066536393136534",="2791066536393136534","味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","32.99","1","null","口味：猪骨汤2袋+鸡汤1袋","null","null","交易成功","null",="2022073122001152121416855213","32.01","32.01","没有申请退款","无退款申请","2022-07-31 23:44:23","2022-07-31 23:44:31"
="1631630570751520979",="1631630570751520979","雀巢Maggi美极土豆泥冲泡代餐方便即食宵夜速食懒人食品 12盒整箱","79.90","1","MJZH57","口味：【整箱12盒】4口味各3盒","null","null","交易成功","MJZH57",="2022073122001116101417078959","59.82","59.82","没有申请退款","无退款申请","2022-07-31 23:42:03","2022-07-31 23:42:04"
="1630948080510425376",="1630948080510425376","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022073122001184031404420616","6.56","6.56","没有申请退款","无退款申请","2022-07-31 23:39:08","2022-07-31 23:39:16"
="2792327114172906012",="2792327114172906012","海底捞金汤酸汤肥牛调料包家用黄灯笼辣椒商用酸辣料理包酸菜鱼","9.90","2","null","口味：酸汤肥牛200g（无赠品）","null","null","交易成功","null",="2022073122001176011455160420","17.82","17.82","没有申请退款","无退款申请","2022-07-31 23:38:01","2022-07-31 23:38:17"
="1631693319880000277",="1631693319880000277","川南油辣子258g油泼辣子红油辣椒酱香辣下饭菜拌面拌饭酱四川特产","19.90","1","null","口味：经典款】油辣子213g*2瓶(送1铁勺+5蒜蓉辣酱）","null","null","交易成功","null",="2022073122001112961432496207","18.91","18.91","没有申请退款","无退款申请","2022-07-31 23:37:42","2022-07-31 23:37:43"
="2791052316819988415",="2791052316819988415","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","7.80","1","null","口味：原味蘸料120g*2袋","null","null","交易成功","null",="2022073122001104021406394357","7.41","7.41","没有申请退款","无退款申请","2022-07-31 23:36:16","2022-07-31 23:36:25"
="2792742051409800017",="2792742051409800017","安琪酵母粉5g12g整箱低糖高活性干酵母家用面包馒头专业发酵粉","29.90","1","AQZH54","颜色分类：【商超同款】酵母5g*50包","null","null","交易成功","AQZH54",="2022073122001151481428373221","29.90","29.90","没有申请退款","无退款申请","2022-07-31 23:35:55","2022-07-31 23:35:58"
="2792323694021886143",="2792323694021886143","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","4.90","1","AQZH35","颜色分类：【甜味型】甜酒曲8g*5袋（无赠品）","null","null","交易成功","AQZH35",="2022073122001122801429624247","4.76","4.76","没有申请退款","无退款申请","2022-07-31 23:35:35","2022-07-31 23:35:40"
="2791051056937982547",="2791051056937982547","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022073122001164961429969183","6.56","6.56","没有申请退款","无退款申请","2022-07-31 23:35:29","2022-07-31 23:36:14"
="2791970425658951612",="2791970425658951612","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","12.90","1","AQZH36","颜色分类：【甜酒曲】甜味型8g*10袋+风味型8g*10袋（无赠品）","null","null","交易成功","AQZH36",="2022073122001131991426425920","12.52","12.52","没有申请退款","无退款申请","2022-07-31 23:34:35","2022-07-31 23:34:37"
="2792319950486988415",="2792319950486988415","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨番茄底料125g","null","null","交易成功","null",="2022073122001104021406705642","6.56","6.56","没有申请退款","无退款申请","2022-07-31 23:33:56","2022-07-31 23:34:03"
="2792318654455510723",="2792318654455510723","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022073122001120681411352142","6.56","6.56","没有申请退款","无退款申请","2022-07-31 23:32:53","2022-07-31 23:33:00"
="2791966717928523602",="2791966717928523602","海底捞麻辣小龙虾调味料十三香蒜蓉油焖香辣蟹调料包蒜香配料酱料","9.90","1","null","口味：麻辣味200g","null","null","交易成功","null",="2022073122001119321429182255","8.91","8.91","没有申请退款","无退款申请","2022-07-31 23:32:49","2022-07-31 23:32:59"
="2791044324239067739",="2791044324239067739","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","4.90","1","AQZH35","颜色分类：【甜味型】甜酒曲8g*5袋（无赠品）","null","null","交易成功","AQZH35",="2022073122001111021405838430","4.76","4.76","没有申请退款","无退款申请","2022-07-31 23:30:59","2022-07-31 23:31:03"
="1631712649501129595",="1631712649501129595","太太乐三鲜鸡精100g*2袋 炒菜提鲜煲汤代替味精鸡精家用厨房调料","11.60","1","TTLZH09","null","null","null","交易成功","TTLZH09",="2022073122001186061412012099","10.48","10.48","没有申请退款","无退款申请","2022-07-31 23:30:38","2022-07-31 23:42:33"
="1631711893854015298",="1631711893854015298","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨番茄底料125g","null","null","交易成功","null",="2022073122001133521432852552","6.56","6.56","没有申请退款","无退款申请","2022-07-31 23:30:29","2022-07-31 23:30:35"
="2792313002735701533",="2792313002735701533","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨清油底料120g","null","null","交易成功","null",="2022073122001136361432894404","6.56","6.56","没有申请退款","无退款申请","2022-07-31 23:29:38","2022-07-31 23:29:42"
="1631687199039522983",="1631687199039522983","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022073122001155691406969321","6.56","6.56","没有申请退款","无退款申请","2022-07-31 23:28:35","2022-07-31 23:28:40"
="2792312750117288021",="2792312750117288021","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","28.90","1","AQZH14","颜色分类：12g*30袋（无赠品）","null","null","交易成功","AQZH14",="2022073122001193791418378934","28.84","28.84","没有申请退款","无退款申请","2022-07-31 23:28:35","2022-07-31 23:28:45"
="2792727183366352763",="2792727183366352763","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","50.80","1","MJZH58","口味：【共8盒】4口味各2盒（经典款）","null","null","交易成功","MJZH58",="2022073122001125611404280335","39.72","39.72","没有申请退款","无退款申请","2022-07-31 23:26:32","2022-07-31 23:26:42"
="2791036728207362555",="2791036728207362555","雀巢Maggi美极土豆泥 4盒组合装 代餐早餐夜宵即食冲泡速溶粉桶装","68.00","1","MJZH01","null","null","null","交易成功","MJZH01",="2022073122001126841424107168","20.00","20.00","没有申请退款","无退款申请","2022-07-31 23:26:20","2022-07-31 23:26:25"
="2791957573269345266",="2791957573269345266","海底捞自热米饭自热锅煲仔饭即食自热宿舍快餐免煮饭方便速食食品","12.90","1","null","口味：红烧牛肉自热米饭*1盒（送香菇酱2包）","null","null","交易成功","null",="2022073122001111661408952485","12.84","12.84","退款关闭","0.00","2022-07-31 23:26:06","2022-07-31 23:26:36"
="2791033920814440217",="2791033920814440217","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","8.50","1","AQZH34","颜色分类：【甜味型】甜酒曲8g*10袋（无赠品）","null","null","交易成功","AQZH34",="2022073122001171401450663155","8.50","8.50","没有申请退款","无退款申请","2022-07-31 23:25:41","2022-07-31 23:25:49"
="1631706529472218177",="1631706529472218177","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨清油底料120g","null","null","交易成功","null",="2022073122001109001412036372","6.56","6.56","没有申请退款","无退款申请","2022-07-31 23:23:40","2022-07-31 23:23:44"
="2792302310832100105",="2792302310832100105","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","9.50","1","AQZH06","颜色分类：5g*10袋【送蒸布+切刀】","null","null","交易成功","AQZH06",="2022073122001180371436999491","9.03","9.03","没有申请退款","无退款申请","2022-07-31 23:23:24","2022-07-31 23:23:25"
="1631682375007218177",="1631682375007218177","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨番茄底料125g","null","null","交易成功","null",="2022073122001109001412190275","6.56","6.56","没有申请退款","无退款申请","2022-07-31 23:22:50","2022-07-31 23:22:56"
="2791028952694777925",="2791028952694777925","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨番茄底料125g","null","null","交易成功","null",="2022073122001123781414678139","6.56","6.56","没有申请退款","无退款申请","2022-07-31 23:22:43","2022-07-31 23:22:57"
="1631703973413533070",="1631703973413533070","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","4.50","1","AQZH43","颜色分类：5g*5袋【无赠品】","null","null","交易成功","AQZH43",="2022073122001178121405395525","4.28","4.28","没有申请退款","无退款申请","2022-07-31 23:20:32","2022-07-31 23:20:38"
="1631703253932938384",="1631703253932938384","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨番茄底料125g","null","null","交易成功","null",="2022073122001180111414617312","6.56","6.56","没有申请退款","无退款申请","2022-07-31 23:20:29","2022-07-31 23:24:35"
="1631613578214751997",="1631613578214751997","太太乐黑椒牛柳调味料100g*3袋黑胡椒牛排烤肉酱意大利面酱调味料","19.80","1","TTLZH18","口味：黑椒牛柳调料100g*3袋","null","null","交易成功","TTLZH18",="2022073122001191811423140045","19.21","19.21","没有申请退款","无退款申请","2022-07-31 23:20:11","2022-07-31 23:20:21"
="1631612642904333878",="1631612642904333878","太太乐三鲜鸡精500g 煲汤炒菜增鲜火锅代替味精鸡精家用厨房调料","19.90","1","ttljj02","null","null","null","交易关闭","ttljj02",="2022073122001100641411366253","19.90","19.90","退款成功","19.90","2022-07-31 23:19:58","2022-07-31 23:20:15"
="2791944073988169536",="2791944073988169536","草原红太阳宫保鸡丁调味料100g*3袋川菜宫保鸡丁酱包炒菜调料家用","7.50","1","null","口味：宫保鸡丁调料100g*1袋","null","null","交易成功","null",="2022073122001198631458056947","7.28","7.28","没有申请退款","无退款申请","2022-07-31 23:19:14","2022-07-31 23:19:16"
="1631702893032944075",="1631702893032944075","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022073122001195991423479561","6.56","6.56","没有申请退款","无退款申请","2022-07-31 23:18:37","2022-07-31 23:18:43"
="2792292554991637756",="2792292554991637756","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨番茄底料125g","null","null","交易成功","null",="2022073122001125021400405287","6.56","6.56","没有申请退款","无退款申请","2022-07-31 23:18:31","2022-07-31 23:18:45"
="2792292554815750850",="2792292554815750850","海底捞小料台火锅蘸料油碟花生芝麻酱调料蘸酱蒜蓉沙茶酱香辣干碟","15.00","1","null","口味：【11号】瑶柱香菇蘸料42g*6袋","null","null","交易成功","null",="2022073122001180371437003820","14.55","14.55","没有申请退款","无退款申请","2022-07-31 23:18:14","2022-07-31 23:18:21"
="2791943101355108441",="2791943101355108441","海天小财宝蚝油360g家用小瓶挤压挤挤装炒菜伴馅烧烤调料火锅蘸料","13.90","1","htxcbhy01","净含量：360g","null","null","交易成功","htxcbhy01",="2022073122001123561404543432","9.61","9.61","没有申请退款","无退款申请","2022-07-31 23:18:00","2022-07-31 23:18:10"
="2792710695975572321",="2792710695975572321","安琪百钻高筋小麦粉500g家用做面包专用粉高筋面粉披萨烘焙原料","18.90","1","BZZH32","口味：高筋小麦粉500g*3袋","null","null","交易成功","BZZH32",="2022073122001115591457102907","18.34","18.34","没有申请退款","无退款申请","2022-07-31 23:17:23","2022-07-31 23:17:32"
="2791939537959510865",="2791939537959510865","草原红太阳火锅川粉240g*3袋红薯粉酸辣粉苕粉皮四川火锅宽粉食材","20.00","1","null","口味：火锅川粉240g*5袋","null","null","交易关闭","null",="2022073122001105231411854081","19.40","19.40","退款成功","19.40","2022-07-31 23:16:47","2022-07-31 23:17:47"
="1631609474518204574",="1631609474518204574","海底捞金汤酸汤肥牛调料包家用黄灯笼辣椒商用酸辣料理包酸菜鱼","12.90","1","null","口味：泡椒酸汤鱼210g*1袋【送土豆粉1包】","null","null","交易成功","null",="2022073122001118041408176958","12.52","12.52","没有申请退款","无退款申请","2022-07-31 23:15:28","2022-07-31 23:15:35"
="1631698213766387475",="1631698213766387475","海天鲍鱼汁543g海鲜酱煲汤鲍汁下饭菜捞饭拌面酱即食海参调味料","14.80","1","htbyz02","口味：鲍鱼汁543g*1瓶","null","null","交易成功","htbyz02",="2022073122001120301458586964","14.42","14.42","没有申请退款","无退款申请","2022-07-31 23:15:02","2022-07-31 23:15:43"
="2792703603717250922",="2792703603717250922","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","17.90","1","AQZH02","颜色分类：5g*30袋【送蒸布+切刀】","null","null","交易成功","AQZH02",="2022073122001191171417555708","17.01","17.01","没有申请退款","无退款申请","2022-07-31 23:13:37","2022-07-31 23:13:41"
="1631607062681700681",="1631607062681700681","草原红太阳火锅川粉240g*3袋红薯粉酸辣粉苕粉皮四川火锅宽粉食材","12.80","1","null","口味：火锅川粉240g*3袋","null","null","交易成功","null",="2022073122001188391430567296","12.57","12.57","没有申请退款","无退款申请","2022-07-31 23:12:46","2022-07-31 23:12:52"
="2791933129830411150",="2791933129830411150","海底捞火锅底料上汤三鲜味200g重庆不辣清汤鲜菌汤煮汤面煲汤调料","30.00","4","null","null","null","null","交易成功","null",="2022073122001183401450918878","50.06","50.06","没有申请退款","无退款申请","2022-07-31 23:12:39","2022-07-31 23:12:50"
="1631671827983619195",="1631671827983619195","海底捞火锅底料小包装一人份麻辣清油牛油番茄冬阴功菌汤一人食","27.60","1","null","口味：【送土豆粉2包】浓香番茄125g*4包","null","null","交易关闭","null",="2022073122001175981427421223","27.43","27.43","退款成功","27.43","2022-07-31 23:12:26","2022-07-31 23:12:40"
="1630925436834075399",="1630925436834075399","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022073122001152561404874140","6.56","6.56","没有申请退款","无退款申请","2022-07-31 23:11:39","2022-07-31 23:11:53"
="2791932157332891711",="2791932157332891711","雀巢Maggi美极土豆泥 4盒组合装 代餐早餐夜宵即食冲泡速溶粉桶装","68.00","1","MJZH01","null","null","null","交易成功","MJZH01",="2022073122001112321436969820","19.40","19.40","没有申请退款","无退款申请","2022-07-31 23:11:30","2022-07-31 23:11:36"
="1631605730740226269",="1631605730740226269","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","4.90","1","AQZH35","颜色分类：【甜味型】甜酒曲8g*5袋（无赠品）","null","null","交易成功","AQZH35",="2022073122001115011458039990","4.76","4.76","没有申请退款","无退款申请","2022-07-31 23:11:18","2022-07-31 23:11:22"
="1630925940030042199",="1630925940030042199","王致和干黄酱180g*3袋 老北京炸酱面豆瓣黄豆酱拌面酱干酱葱伴侣","9.90","1","null","口味：【每袋3.3元】王致和干黄酱180g*3袋","null","null","交易成功","null",="2022073122001110321433233006","9.68","9.68","没有申请退款","无退款申请","2022-07-31 23:11:07","2022-07-31 23:11:25"
="2791931365202733945",="2791931365202733945","海底捞火锅蘸料原味香辣麻辣组合花生芝麻酱火锅调味料小包装家用","11.70","1","null","口味：香辣味120g*3包（送5包调味料）","null","null","交易成功","null",="2022073122001149921428607761","11.35","11.35","没有申请退款","无退款申请","2022-07-31 23:10:58","2022-07-31 23:11:02"
="2791007568396951117",="2791007568396951117","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","41.80","1","MJZH61","口味：【共6盒】原味牛肉3盒+玉米3盒","null","null","交易成功","MJZH61",="2022073122001176541430843311","29.71","29.71","没有申请退款","无退款申请","2022-07-31 23:09:53","2022-07-31 23:09:58"
