"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2812004965478918440",="2812004965478918440","【88狂欢价】安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","8.50","1","AQZH34","颜色分类：【甜味型】甜酒曲8g*10袋（无赠品）","null","null","交易成功","AQZH34",="2022080922001157601441478732","8.25","8.25","没有申请退款","无退款申请","2022-08-09 23:57:25","2022-08-09 23:57:32"
="2812004677523727801",="2812004677523727801","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","9.90","1","null","口味：酸香番茄200g*1袋（3-5人份）","null","null","交易成功","null",="2022080922001112701438315527","9.41","9.41","没有申请退款","无退款申请","2022-08-09 23:57:13","2022-08-09 23:57:23"
="2812004101506402702",="2812004101506402702","太太乐三鲜鸡精100g*2袋 炒菜提鲜煲汤代替味精鸡精家用厨房调料","11.60","1","TTLZH09","null","null","null","交易成功","TTLZH09",="2022080922001117891432960813","10.48","10.48","没有申请退款","无退款申请","2022-08-09 23:56:50","2022-08-09 23:56:52"
="1638638473333301169",="1638638473333301169","海天招牌拌饭酱300g*2瓶香辣香菇味下饭酱辣椒酱拌面调味酱炸酱面","9.90","1","htbfj02","口味：【香辣】招牌拌饭酱200g*1瓶","null","null","交易成功","htbfj02",="2022080922001104521446376640","9.61","9.61","没有申请退款","无退款申请","2022-08-09 23:56:35","2022-08-09 23:56:43"
="1638638329312967896",="1638638329312967896","【88狂欢价】安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","17.90","1","null","颜色分类：5g*30袋【送馒头改良剂2包】","null","null","交易成功","null",="2022080922001142541442655291","15.11","15.11","没有申请退款","无退款申请","2022-08-09 23:56:18","2022-08-09 23:56:20"
="1637870520467270894",="1637870520467270894","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080922001186341446928272","6.56","6.56","没有申请退款","无退款申请","2022-08-09 23:55:55","2022-08-09 23:56:04"
="2812003417260079923",="2812003417260079923","【88狂欢价】安琪包子泡打粉50g*10袋无铝害泡打粉发酵面点家用馒头烘焙膨松剂","6.80","1","BZZH01","颜色分类：【米黄款】百钻泡打粉50g*5袋（无赠品）","null","null","交易成功","BZZH01",="2022080922001138621424591031","6.60","6.60","没有申请退款","无退款申请","2022-08-09 23:55:25","2022-08-09 23:55:27"
="2812755207654630118",="2812755207653630118","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","12.90","2","null","口味：冬阴功火锅底料210g*1袋","null","null","交易成功","null",="2022080922001178731418335522","20.74","20.74","没有申请退款","无退款申请","2022-08-09 23:55:16","2022-08-09 23:55:24"
="2812755207655630118",="2812755207653630118","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨冬阴功底料120g","null","null","交易成功","null",="2022080922001178731418335522","5.55","5.55","没有申请退款","无退款申请","2022-08-09 23:55:16","2022-08-09 23:55:24"
="2812755207656630118",="2812755207653630118","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","9.90","1","null","口味：酸香番茄200g*1袋（3-5人份）","null","null","交易成功","null",="2022080922001178731418335522","7.96","7.96","没有申请退款","无退款申请","2022-08-09 23:55:16","2022-08-09 23:55:24"
="2812755207657630118",="2812755207653630118","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨番茄底料125g","null","null","交易成功","null",="2022080922001178731418335522","5.55","5.55","没有申请退款","无退款申请","2022-08-09 23:55:16","2022-08-09 23:55:24"
="2812755207658630118",="2812755207653630118","【88狂欢价】安琪酵母粉5g家用耐高糖发酵粉即发高活性干酵母馒头包子面包烘焙","16.90","1","AQZH12","颜色分类：【包子馒头用】“红色款”酵母5g*30袋（送蒸布+切刀）","null","null","交易成功","AQZH12",="2022080922001178731418335522","13.93","13.93","没有申请退款","无退款申请","2022-08-09 23:55:16","2022-08-09 23:55:24"
="2812755207659630118",="2812755207653630118","【红包福利】详情咨询客服","3.00","1","null","null","null","null","交易成功","null",="2022080922001178731418335522","0.00","0.00","没有申请退款","无退款申请","2022-08-09 23:55:16","2022-08-09 23:55:24"
="1638553334025864975",="1638553334025864975","海底捞锅巴网红零食小包装锅巴妙脆角爆米花炒米哇哦火锅零食小吃","6.90","1","null","口味：【尝鲜10包】炒米(牛肉味)*10包","null","null","交易关闭","null",="2022080922001113441441017612","5.68","5.68","退款成功","5.68","2022-08-09 23:55:13","2022-08-09 23:55:36"
="2812348442855216205",="2812348442855216205","【88狂欢价】安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","8.50","1","AQZH34","颜色分类：【甜味型】甜酒曲8g*10袋（无赠品）","null","null","交易成功","AQZH34",="2022080922001130371447343788","8.25","8.25","没有申请退款","无退款申请","2022-08-09 23:55:00","2022-08-09 23:55:06"
="1637869584311850372",="1637869584310850372","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","5","null","口味：1人份丨番茄底料125g","null","null","交易成功","null",="2022080922001133441442412154","29.44","29.44","没有申请退款","无退款申请","2022-08-09 23:54:32","2022-08-09 23:54:39"
="1637869584312850372",="1637869584310850372","仲景香菇酱230g瓶装原味香辣麻辣奥尔良蘑菇酱下饭菜速食夹馍酱","24.90","1","null","口味：【原味】香菇酱230g*2瓶【赠5袋香菇酱】","null","null","交易成功","null",="2022080922001133441442412154","21.25","21.25","没有申请退款","无退款申请","2022-08-09 23:54:32","2022-08-09 23:54:39"
="1637869584313850372",="1637869584310850372","海底捞筷手小厨酸汤肥牛调料200g家用金酸汤酱金汤料理包底料酸辣","19.80","2","null","净含量：200g;口味：酸汤肥牛调料200g*2袋【内含共100g*4包】","null","null","交易成功","null",="2022080922001133441442412154","33.80","33.80","没有申请退款","无退款申请","2022-08-09 23:54:32","2022-08-09 23:54:39"
="1637869584314850372",="1637869584310850372","海底捞水煮肉片调味料100g *3包家常菜火锅水煮肉片川菜调味料包","23.70","1","null","null","null","null","交易成功","null",="2022080922001133441442412154","20.23","20.23","没有申请退款","无退款申请","2022-08-09 23:54:32","2022-08-09 23:54:39"
="1637869584315850372",="1637869584310850372","【88狂欢价】仲景上海葱油酱230g*2瓶葱油汁葱油拌面酱上海炸酱面酱拌饭拌菜酱","36.00","1","null","口味：上海葱油230g*3瓶（送香菇酱5包）","null","null","交易成功","null",="2022080922001133441442412154","30.72","30.72","没有申请退款","无退款申请","2022-08-09 23:54:32","2022-08-09 23:54:39"
="1637869584316850372",="1637869584310850372","【红包福利】详情咨询客服","3.00","1","null","null","null","null","交易成功","null",="2022080922001133441442412154","0.00","0.00","没有申请退款","无退款申请","2022-08-09 23:54:32","2022-08-09 23:54:39"
="2812755279573235323",="2812755279573235323","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨清油底料120g","null","null","交易成功","null",="2022080922001170551431574350","6.90","6.90","没有申请退款","无退款申请","2022-08-09 23:54:30","2022-08-09 23:54:35"
="2812349738300115841",="2812349738300115841","草原红太阳炸酱一绝100g*10袋凉拌面条烤冷面酱老北京炸酱面酱料","27.90","1","null","口味：【每袋2.79元】五香味100g*10袋","null","null","交易成功","null",="2022080922001160601442910846","22.94","22.94","没有申请退款","无退款申请","2022-08-09 23:53:50","2022-08-09 23:53:59"
="2812754451594323743",="2812754451593323743","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨三鲜底料100g","null","null","交易成功","null",="2022080922001154891439888737","6.56","6.56","没有申请退款","无退款申请","2022-08-09 23:53:32","2022-08-09 23:53:47"
="2812754451595323743",="2812754451593323743","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨冬阴功底料120g","null","null","交易成功","null",="2022080922001154891439888737","6.56","6.56","没有申请退款","无退款申请","2022-08-09 23:53:32","2022-08-09 23:53:47"
="2812754451596323743",="2812754451593323743","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","9.90","1","null","口味：酸香番茄200g*1袋（3-5人份）","null","null","交易成功","null",="2022080922001154891439888737","9.41","9.41","没有申请退款","无退款申请","2022-08-09 23:53:32","2022-08-09 23:53:47"
="2812754451597323743",="2812754451593323743","【红包福利】详情咨询客服","3.00","1","null","null","null","null","交易成功","null",="2022080922001154891439888737","0.00","0.00","没有申请退款","无退款申请","2022-08-09 23:53:32","2022-08-09 23:53:47"
="1638599415764451787",="1638599415764451787","【88狂欢价】海底捞火锅底料小包装一人份麻辣清油牛油番茄冬阴功菌汤一人食","59.90","1","null","口味：【不辣组合一人食】番茄3包+三鲜2包+菌汤2包（送电煮锅1个）","null","null","交易关闭","null",="2022080922001142631417431042","49.19","49.19","退款成功","49.19","2022-08-09 23:53:27","2022-08-09 23:53:37"
="2811105936983462302",="2811105936983462302","【88狂欢价】太太乐糖醋排骨调味料100g糖醋排骨鱼糖醋里脊糖醋汁糖醋酱调味料","19.80","1","TTLZH14","口味：【每袋6.6元】糖醋排骨调料100g*3袋","null","null","交易成功","TTLZH14",="2022080922001124541444123908","16.69","16.69","没有申请退款","无退款申请","2022-08-09 23:53:09","2022-08-09 23:53:18"
="2812348370351118408",="2812348370351118408","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080922001140721425079090","6.66","6.66","没有申请退款","无退款申请","2022-08-09 23:53:03","2022-08-09 23:53:27"
="2811109068092716357",="2811109068092716357","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：（新品）三鲜牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080922001153315729360419","6.90","6.90","没有申请退款","无退款申请","2022-08-09 23:52:25","2022-08-09 23:53:07"
="1638598875711608395",="1638598875711608395","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","9.90","1","null","口味：酸香番茄200g*1袋（3-5人份）","null","null","交易成功","null",="2022080922001176881433764533","7.93","7.93","没有申请退款","无退款申请","2022-08-09 23:52:15","2022-08-09 23:52:25"
="1638598479658613971",="1638598479658613971","【88狂欢价】安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","12.90","1","AQZH33","颜色分类：【甜味型】甜酒曲8g*20袋（无赠品）","null","null","交易成功","AQZH33",="2022080922001101581415713086","12.52","12.52","没有申请退款","无退款申请","2022-08-09 23:51:46","2022-08-09 23:51:52"
="1638635665720936194",="1638635665720936194","味千优质蛋白拉面500g5人份不带料包半干速食面条日式家用商用","26.99","1","null","口味：优质蛋白拉面500g*3包","null","null","交易成功","null",="2022080922001139851446140338","26.61","26.61","没有申请退款","无退款申请","2022-08-09 23:51:42","2022-08-09 23:51:44"
="1638550562368368482",="1638550562368368482","【88狂欢价】雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","26.90","1","null","口味：【共3盒】原味牛肉1盒+玉米1盒+洋葱1盒","null","null","交易成功","null",="2022080922001149441435523406","14.56","14.56","没有申请退款","无退款申请","2022-08-09 23:51:39","2022-08-09 23:51:44"
="1637867604340995281",="1637867604339995281","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","19.90","1","null","口味：手做牛油500g*1袋","null","null","交易成功","null",="2022080922001124861441908960","18.91","18.16","没有申请退款","无退款申请","2022-08-09 23:50:41","2022-08-09 23:50:48"
="1637867604341995281",="1637867604339995281","【红包福利】详情咨询客服","3.00","1","null","null","null","null","交易成功","null",="2022080922001124861441908960","0.00","0.00","没有申请退款","无退款申请","2022-08-09 23:50:41","2022-08-09 23:50:48"
="1637866884910852877",="1637866884909852877","草原红太阳黄焖鸡调味料160g*3袋 家用黄焖鸡米饭闷牛肉专用酱料","8.50","1","null","口味：黄焖鸡调料160g*1袋","null","null","交易成功","null",="2022080922001140871440641776","7.10","7.10","没有申请退款","无退款申请","2022-08-09 23:50:37","2022-08-09 23:50:42"
="1637866884911852877",="1637866884909852877","【88狂欢价】海天浓香红烧汁80g*3袋家用红烧肉酱料红烧鸡块排骨酱卤专用调料","15.80","1","HTZH174","口味：【每袋3.16元】浓香红烧汁80g*5袋","null","null","交易成功","HTZH174",="2022080922001140871440641776","13.20","13.20","没有申请退款","无退款申请","2022-08-09 23:50:37","2022-08-09 23:50:42"
="2812342898791572934",="2812342898791572934","【88狂欢价】海底捞火锅蘸料原味香辣麻辣组合花生芝麻酱火锅调味料小包装家用","19.50","1","null","口味：原味3包+香辣2包（送麻辣香1包）","null","null","交易成功","null",="2022080922001127981435030907","18.92","18.92","没有申请退款","无退款申请","2022-08-09 23:49:25","2022-08-09 23:49:41"
="1638596787751486579",="1638596787751486579","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080922001119351405113844","6.56","6.56","没有申请退款","无退款申请","2022-08-09 23:49:03","2022-08-09 23:49:15"
="1637866272749153179",="1637866272749153179","【88狂欢价】安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","4.90","1","AQZH35","颜色分类：【甜味型】甜酒曲8g*5袋（无赠品）","null","null","交易成功","AQZH35",="2022080922001172511441302051","4.76","4.76","没有申请退款","无退款申请","2022-08-09 23:49:00","2022-08-09 23:49:15"
="2811101760566811239",="2811101760565811239","陈克明大宽波浪面150g*3袋小包装挂面椭圆面油泼面葱油面拌面面条","9.90","1","null","口味：【大宽】波浪挂面150g*3包","null","null","交易成功","null",="2022080922001115791418468721","8.16","8.16","没有申请退款","无退款申请","2022-08-09 23:48:29","2022-08-09 23:48:38"
="2811101760567811239",="2811101760565811239","【88狂欢价】海底捞金汤酸汤肥牛调料包家用黄灯笼辣椒商用酸辣料理包酸菜鱼","19.80","1","null","口味：酸汤肥牛200g*2袋【送1包小米辣】","null","null","交易成功","null",="2022080922001115791418468721","16.29","16.29","没有申请退款","无退款申请","2022-08-09 23:48:29","2022-08-09 23:48:38"
="2811102012401438651",="2811102012401438651","【88狂欢价】雀巢Maggi美极土豆泥冲泡代餐方便即食宵夜速食懒人食品 12盒整箱","79.90","1","MJZH57","口味：【整箱12盒】4口味各3盒","null","null","交易成功","MJZH57",="2022080922001101591414894035","57.51","57.51","没有申请退款","无退款申请","2022-08-09 23:47:49","2022-08-09 23:47:50"
="2811996001032673208",="2811996001032673208","凤球唛番茄酱番茄沙司250g*2瓶蕃茄酱家用商用挤压瓶薯条专用蘸酱","9.80","1","FQMZH18","null","null","null","交易成功","FQMZH18",="2022080922001121731428276900","9.63","9.63","没有申请退款","无退款申请","2022-08-09 23:47:37","2022-08-09 23:47:41"
="2812338362976184560",="2812338362976184560","【88狂欢价】雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","50.80","1","MJZH58","口味：【共8盒】4口味各2盒（经典款）","null","null","交易成功","MJZH58",="2022080922001143821437946672","39.42","39.42","没有申请退款","无退款申请","2022-08-09 23:46:17","2022-08-09 23:46:19"
="2812742535597898837",="2812742535597898837","【88狂欢价】味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","33.99","1","null","口味：猪骨汤1袋+鸡汤1袋+麻辣1袋（经典款）","null","null","交易成功","null",="2022080922001127711417211272","32.98","32.98","没有申请退款","无退款申请","2022-08-09 23:44:23","2022-08-09 23:44:31"
="1638594231195466782",="1638594231195466782","【88狂欢价】雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","32.80","1","MJZH34","口味：4口味各1盒（经典款）","null","null","交易成功","MJZH34",="2022080922001107121420852971","15.46","15.46","没有申请退款","无退款申请","2022-08-09 23:44:02","2022-08-09 23:45:24"
="1638544442858567184",="1638544442858567184","【88狂欢价】安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","4.50","1","AQZH43","颜色分类：5g*5袋【无赠品】","null","null","交易成功","AQZH43",="2022080922001174481439054931","3.71","3.71","没有申请退款","无退款申请","2022-08-09 23:42:07","2022-08-09 23:42:09"
="2812335950119034764",="2812335950119034764","【88狂欢价】味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","32.99","1","null","口味：猪骨汤拉面305g*3袋（经典款）","null","null","交易成功","null",="2022080922001179021410066239","27.84","27.84","没有申请退款","无退款申请","2022-08-09 23:41:08","2022-08-09 23:41:17"
="2812334510055964963",="2812334510055964963","【88狂欢价】正品海天海鲜酱400g小瓶装烧烤蘸料红烧肉鱼拌面调味酱油火锅调料","9.99","1","hthxj001","口味：【实惠大瓶】-.海鲜酱400g*1瓶","null","null","交易成功","hthxj001",="2022080922001134741425856849","8.34","8.34","没有申请退款","无退款申请","2022-08-09 23:39:51","2022-08-09 23:40:02"
="2812738647304359859",="2812738647303359859","【88狂欢价】海底捞火锅蘸料原味香辣麻辣组合花生芝麻酱火锅调味料小包装家用","19.50","1","null","口味：原味4包+香辣1包（送麻辣香1包）","null","null","交易成功","null",="2022080922001195751432222449","16.01","16.01","没有申请退款","无退款申请","2022-08-09 23:39:38","2022-08-09 23:39:52"
="2812738647305359859",="2812738647303359859","【88狂欢价】安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","4.90","1","AQZH35","颜色分类：【甜味型】甜酒曲8g*5袋（无赠品）","null","null","交易成功","AQZH35",="2022080922001195751432222449","4.03","4.03","没有申请退款","无退款申请","2022-08-09 23:39:38","2022-08-09 23:39:52"
="2812738647306359859",="2812738647303359859","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","12.90","1","null","口味：鲜香菌汤110g*1袋（3-5人份）","null","null","交易成功","null",="2022080922001195751432222449","10.33","10.33","没有申请退款","无退款申请","2022-08-09 23:39:38","2022-08-09 23:39:52"
="2812738647310359859",="2812738647310359859","【88狂欢价】味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","32.99","2","null","口味：猪骨汤拉面305g*3袋（经典款）","null","null","交易成功","null",="2022080922001195751432222451","54.16","54.16","没有申请退款","无退款申请","2022-08-09 23:39:38","2022-08-09 23:39:52"
="2812738431244349707",="2812738431244349707","海底捞火锅蘸料120g*3包原味香辣麻辣芝麻花生酱小包装调味料家用","11.70","1","null","口味：麻辣蘸料120g*3袋","null","null","交易成功","null",="2022080922001110661416266635","11.40","11.40","没有申请退款","无退款申请","2022-08-09 23:39:24","2022-08-09 23:39:32"
="2811983437391421933",="2811983437391421933","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","9.90","1","null","口味：酸香番茄200g*1袋（3-5人份）","null","null","交易成功","null",="2022080922001149741417926717","9.41","9.41","没有申请退款","无退款申请","2022-08-09 23:38:39","2022-08-09 23:38:47"
="2811091680077711362",="2811091680077711362","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080922001143451458079240","5.56","5.56","没有申请退款","无退款申请","2022-08-09 23:38:10","2022-08-09 23:38:24"
="2812332206068178417",="2812332206068178417","【88狂欢价】海天添丁甜醋450ml黑米醋组合产妇月子醋煲猪蹄猪脚姜醋广东甜醋","40.00","1","HTZH82","null","null","null","交易成功","HTZH82",="2022080922001184171431128827","15.22","15.22","没有申请退款","无退款申请","2022-08-09 23:38:07","2022-08-09 23:38:18"
="2811089124801350816",="2811089124801350816","【88狂欢价】味千拉面猪骨汤拉面307g*5袋半干面速食面条日式豚骨拉面带汤料包","69.90","1","null","null","null","null","交易成功","null",="2022080922001183301409106314","40.41","40.41","没有申请退款","无退款申请","2022-08-09 23:38:07","2022-08-09 23:38:12"
="2811089592642572344",="2811089592642572344","【88狂欢价】安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","4.50","1","AQZH43","颜色分类：5g*5袋【无赠品】","null","null","交易成功","AQZH43",="2022080922001171061420277093","3.71","3.71","没有申请退款","无退款申请","2022-08-09 23:38:04","2022-08-09 23:38:23"
="2811980233914049800",="2811980233914049800","川崎芝麻花生酱168g*3袋 家用热干面专用酱料麻酱花生酱火锅蘸料","15.90","1","CQZH086","口味：芝麻花生酱168g*2袋","null","null","交易成功","CQZH086",="2022080922001168801434189473","15.90","15.90","没有申请退款","无退款申请","2022-08-09 23:36:56","2022-08-09 23:37:05"
="1637859648014374899",="1637859648014374899","【88狂欢价】雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","50.80","1","MJZH58","口味：【共8盒】4口味各2盒（经典款）","null","null","交易成功","MJZH58",="2022080922001150661416846922","30.73","30.73","没有申请退款","无退款申请","2022-08-09 23:36:39","2022-08-09 23:36:46"
="2812732095861624311",="2812732095861624311","【88狂欢价】太太乐三鲜鸡精500g 煲汤炒菜增鲜火锅代替味精鸡精家用厨房调料","19.90","1","ttljj02","null","null","null","交易成功","ttljj02",="2022080922001195731423415320","16.32","16.32","没有申请退款","无退款申请","2022-08-09 23:36:14","2022-08-09 23:36:21"
="2812329038197266021",="2812329038197266021","【88狂欢价】安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","9.90","1","AQZH21","颜色分类：耐高糖酵母5g*10袋【送蒸布+切刀】","null","null","交易成功","AQZH21",="2022080922001110701435605497","9.41","9.41","没有申请退款","无退款申请","2022-08-09 23:36:04","2022-08-09 23:36:07"
="1638588687686592496",="1638588687686592496","【88狂欢价】川南香辣牛肉酱200g香菇酱爆椒拌菜辣椒酱即食四川剁椒拌面拌饭酱","29.80","1","null","口味：爆椒牛肉酱+香菇牛肉酱（送2包蒜蓉辣酱+铁勺1把）","null","null","交易成功","null",="2022080922001199981431980603","29.37","29.37","没有申请退款","无退款申请","2022-08-09 23:35:27","2022-08-09 23:35:28"
="1638588471386316476",="1638588471386316476","【88狂欢价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022080922001124971441747467","5.53","5.53","没有申请退款","无退款申请","2022-08-09 23:34:48","2022-08-09 23:34:53"
="2812732887131324131",="2812732887131324131","【88狂欢价】雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","32.80","1","MJZH34","口味：4口味各1盒（经典款）","null","null","交易成功","MJZH34",="2022080922001177941432907187","17.02","17.02","没有申请退款","无退款申请","2022-08-09 23:34:41","2022-08-09 23:42:45"
