"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="1644156445220033697",="1644156445220033697","海底捞麻辣清油火锅底料220g四川重庆正宗串串香家用成都冒菜调料","12.90","1","null","口味：清油火锅底料220g*1袋","null","null","交易成功","null",="2022081422001123521452791804","12.57","12.57","没有申请退款","无退款申请","2022-08-14 23:18:01","2022-08-14 23:18:10"
="1644081098439578268",="1644081098439578268","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","8.50","1","AQZH34","颜色分类：【甜味型】甜酒曲8g*10袋（无赠品）","null","null","交易成功","AQZH34",="2022081422001136391448898151","8.25","8.25","没有申请退款","无退款申请","2022-08-14 23:16:57","2022-08-14 23:19:59"
="2821387970094372508",="2821387970094372508","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","50.80","1","MJZH58","口味：【共8盒】4口味各2盒（经典款）","null","null","交易成功","MJZH58",="2022081422001133551440249297","38.26","38.26","没有申请退款","无退款申请","2022-08-14 23:15:16","2022-08-14 23:15:20"
="1644152917646340869",="1644152917646340869","海底捞上汤酸菜鱼调料包老坛泡椒酸汤鱼火锅底料水煮鱼筷手小厨","9.90","1","null","口味：上汤酸菜鱼360g","null","null","交易成功","null",="2022081422001134431438972554","9.61","9.61","没有申请退款","无退款申请","2022-08-14 23:13:59","2022-08-14 23:14:41"
="2821738359884082413",="2821738359883082413","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","15.90","1","AQZH11","颜色分类：【红色包装】酵母5g*30袋（无赠品）","null","null","交易成功","AQZH11",="2022081422001181401402392568","15.11","15.11","没有申请退款","无退款申请","2022-08-14 23:13:20","2022-08-14 23:13:25"
="2821738359885082413",="2821738359883082413","味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","33.90","1","null","口味：猪骨汤1袋+鸡汤1袋+麻辣1袋","null","null","交易成功","null",="2022081422001181401402392568","32.89","32.89","没有申请退款","无退款申请","2022-08-14 23:13:20","2022-08-14 23:13:25"
="2821008565113605021",="2821008565113605021","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","8.50","1","AQZH05","颜色分类：5g*10袋【无赠品】","null","null","交易成功","AQZH05",="2022081422001176421444472397","7.51","7.51","没有申请退款","无退款申请","2022-08-14 23:12:48","2022-08-14 23:12:57"
="2821006585404756834",="2821006585404756834","陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：【3袋组合】宽挂面*1+细挂面*1+圆挂面*1","null","null","交易成功","null",="2022081422001168941435893538","20.28","20.28","没有申请退款","无退款申请","2022-08-14 23:12:16","2022-08-14 23:12:21"
="2821384046047747606",="2821384046047747606","陈克明儿童挂面条280g*3袋无盐蔬菜杂粮小面高钙挂面营养面条早餐","19.80","1","null","口味：杂粮+蔬菜+高钙","null","null","交易成功","null",="2022081422001149031410471608","19.37","19.37","没有申请退款","无退款申请","2022-08-14 23:12:02","2022-08-14 23:12:04"
="2821734615932263100",="2821734615932263100","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","4.50","1","AQZH43","颜色分类：5g*5袋【无赠品】","null","null","交易成功","AQZH43",="2022081422001196451401208943","4.50","4.50","没有申请退款","无退款申请","2022-08-14 23:10:43","2022-08-14 23:10:48"
="1644151405103337584",="1644151405103337584","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","12.90","2","AQZH03","颜色分类：5g*20袋【无赠品】","null","null","交易成功","AQZH03",="2022081422001188641419550239","21.93","21.93","没有申请退款","无退款申请","2022-08-14 23:10:12","2022-08-14 23:10:20"
="1644149101021516169",="1644149101021516169","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨清油底料120g","null","null","交易成功","null",="2022081422001173891445251595","6.56","6.56","没有申请退款","无退款申请","2022-08-14 23:06:39","2022-08-14 23:06:42"
="2821726623782587001",="2821726623782587001","海底捞小料台火锅蘸料油碟花生芝麻酱调料蘸酱蒜蓉沙茶酱香辣干碟","25.00","1","null","口味：【15号】香辣干碟蘸料20g*10袋","null","null","交易成功","null",="2022081422001192431440568867","25.00","25.00","没有申请退款","无退款申请","2022-08-14 23:04:28","2022-08-14 23:04:30"
="2821726407586673434",="2821726407586673434","雀巢Maggi美极土豆泥 4盒组合装 代餐早餐夜宵即食冲泡速溶粉桶装","68.00","1","MJZH01","null","null","null","交易成功","MJZH01",="2022081422001193001432460242","20.00","20.00","没有申请退款","无退款申请","2022-08-14 23:03:47","2022-08-14 23:03:48"
="1644108819881088287",="1644108819881088287","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","5.90","1","AQZH28","颜色分类：【甜味型】甜酒曲8g*5袋（送蒸布+量勺5件套）","null","null","交易成功","AQZH28",="2022081422001140531448570179","5.73","5.73","没有申请退款","无退款申请","2022-08-14 23:01:46","2022-08-14 23:01:53"
="1643364660264391793",="1643364660264391793","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022081422001165581420557883","6.56","6.56","没有申请退款","无退款申请","2022-08-14 22:58:30","2022-08-14 22:58:35"
="2820984481753939336",="2820984481753939336","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","9.90","1","null","口味：酸香番茄200g*1袋（3-5人份）","null","null","交易成功","null",="2022081422001199431431900121","9.41","9.41","没有申请退款","无退款申请","2022-08-14 22:56:00","2022-08-14 22:56:01"
="2820982141374623646",="2820982141374623646","王致和红豆沙馅泥500g*3袋装蛋黄酥粽子包子烘焙面包馅料家用即食","22.90","1","WZHZH07","颜色分类：红豆馅500g*3袋","null","null","交易成功","WZHZH07",="2022081422001180911449506190","22.75","22.75","没有申请退款","无退款申请","2022-08-14 22:53:18","2022-08-14 22:53:20"
="1644138589403182195",="1644138589403182195","陈克明儿童挂面条280g*3袋无盐蔬菜杂粮小面高钙挂面营养面条早餐","19.80","1","null","口味：钙铁锌挂面*2袋+高钙挂面*1袋","null","null","交易成功","null",="2022081422001181591421547396","19.80","19.80","没有申请退款","无退款申请","2022-08-14 22:51:57","2022-08-14 22:51:59"
="2820979549271420428",="2820979549271420428","味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","33.90","1","null","口味：猪骨汤1袋+鸡汤1袋+麻辣1袋","null","null","交易成功","null",="2022081422001177111422059539","32.89","29.89","没有申请退款","无退款申请","2022-08-14 22:51:17","2022-08-14 22:51:19"
="2821707723503578535",="2821707723503578535","海天黄豆酱340g*2瓶yes豆瓣酱拌饭原味蒜蓉香辣味东北大酱小罐装","15.60","1","HTZH55","口味：原味340g*1瓶+蒜蓉340g*1瓶","null","null","交易成功","HTZH55",="2022081422001111731429906566","15.14","15.14","没有申请退款","无退款申请","2022-08-14 22:49:54","2022-08-14 22:49:56"
="1643358468397847294",="1643358468397847294","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","12.90","1","AQZH03","颜色分类：5g*20袋【无赠品】","null","null","交易成功","AQZH03",="2022081422001120241427400678","12.26","12.26","没有申请退款","无退款申请","2022-08-14 22:49:04","2022-08-14 22:49:07"
="2821350746477187343",="2821350746477187343","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","16.80","1","null","口味：【买就送5】醇香牛油+番茄底料","null","null","交易成功","null",="2022081422001137315728529459","15.96","15.96","没有申请退款","无退款申请","2022-08-14 22:48:34","2022-08-14 22:48:43"
="2821701171936873465",="2821701171936873465","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","8.50","1","AQZH34","颜色分类：【甜味型】甜酒曲8g*10袋（无赠品）","null","null","交易成功","AQZH34",="2022081422001141701440663284","8.25","8.25","没有申请退款","无退款申请","2022-08-14 22:46:20","2022-08-14 22:46:21"
="2821698543843319931",="2821698543843319931","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","18.50","1","AQZH32","颜色分类：【甜味型】甜酒曲8g*30袋（无赠品）","null","null","交易成功","AQZH32",="2022081422001182681424958725","17.95","17.95","没有申请退款","无退款申请","2022-08-14 22:44:09","2022-08-14 22:44:11"
="2821701099017998528",="2821701099017998528","海天木瓜丝酱腌菜60g*8袋 香辣微辣干酱菜木瓜条下饭菜咸菜榨菜丝","19.20","1","HTZH165","口味：微辣木瓜丝*4袋+香辣木瓜丝*4袋","null","null","交易成功","HTZH165",="2022081422001186931439521185","18.63","18.63","没有申请退款","无退款申请","2022-08-14 22:43:49","2022-08-14 22:43:58"
="2821700199016368617",="2821700199016368617","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","20.90","1","AQZH16","颜色分类：12g*20袋（无赠品）","null","null","交易成功","AQZH16",="2022081422001106981441496852","18.91","18.91","没有申请退款","无退款申请","2022-08-14 22:43:18","2022-08-14 22:43:24"
="1643354328245368390",="1643354328245368390","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022081422001189871437440674","6.56","6.56","没有申请退款","无退款申请","2022-08-14 22:43:06","2022-08-14 22:43:24"
="2821696815558654235",="2821696815558654235","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","13.90","1","AQZH26","颜色分类：【甜味型】甜酒曲8g*20袋（送蒸布+量勺5件套）","null","null","交易成功","AQZH26",="2022081422001120315728366909","13.49","13.49","没有申请退款","无退款申请","2022-08-14 22:41:47","2022-08-14 22:42:04"
="1644130561571732593",="1644130561571732593","海天金标蚝油360g 家用拌馅炒菜凉拌挤挤装小瓶蚝油烹饪火锅蘸料","7.50","3","htjbhy01","净含量：360g","null","null","交易成功","htjbhy01",="2022081422001117315729024993","21.83","21.83","没有申请退款","无退款申请","2022-08-14 22:41:09","2022-08-14 22:41:10"
="2820112596453151555",="2820112596453151555","小肥羊清汤火锅底料160g不辣大骨汤调味料番茄煲汤辣汤内蒙古正宗","8.50","1","null","口味：清汤160g","null","null","交易成功","null",="2022081422001158501405516782","7.83","7.83","没有申请退款","无退款申请","2022-08-14 22:40:59","2022-08-14 22:41:30"
="2820964573446176700",="2820964573446176700","海底捞自热米饭自热锅煲仔饭即食自热宿舍快餐免煮饭方便速食食品","25.80","1","null","口味：咖喱牛肉自热米饭*2盒（送苏伯汤1包+川南53g榨菜1包）","null","null","交易成功","null",="2022081422001119681423652301","25.03","25.03","没有申请退款","无退款申请","2022-08-14 22:40:31","2022-08-14 22:40:36"
="1644095607771886473",="1644095607771886473","陈克明儿童挂面条280g*3袋无盐蔬菜杂粮小面高钙挂面营养面条早餐","19.80","1","null","口味：杂粮+蔬菜+高钙","null","null","交易成功","null",="2022081422001157021417341520","19.71","19.71","没有申请退款","无退款申请","2022-08-14 22:39:46","2022-08-14 22:39:51"
="2821332242460727011",="2821332242460727011","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨冬阴功底料120g","null","null","交易成功","null",="2022081422001162811443930409","6.56","6.56","没有申请退款","无退款申请","2022-08-14 22:36:29","2022-08-14 22:36:36"
="2821686699970222142",="2821686699970222142","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","7.90","1","null","口味：青椒牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022081422001194811441845365","7.51","7.51","没有申请退款","无退款申请","2022-08-14 22:35:41","2022-08-14 22:35:49"
="2821688571196694717",="2821688571196694717","陈克明鸡蛋刀削挂面1kg×2袋陕西油泼面宽面条挂面烩面速食刀削面","24.90","1","null","口味：【鸡蛋风味+经典原味】刀削挂面2袋组合","null","null","交易成功","null",="2022081422001149471440532522","24.16","24.16","没有申请退款","无退款申请","2022-08-14 22:35:10","2022-08-14 22:35:11"
="1644052406578549280",="1644052406578549280","安琪百钻细砂糖400g*3袋细砂糖食用白砂糖厨房调味品冲饮烘焙原料","16.80","1","null","颜色分类：细砂糖400g*2袋;口味：原味","null","null","交易成功","null",="2022081422001196741425240482","16.30","16.30","没有申请退款","无退款申请","2022-08-14 22:34:19","2022-08-14 22:34:27"
="2821324898940795801",="2821324898940795801","海底捞麻辣小海鲜调味料香辣川菜干锅料回锅肉鱼香肉丝麻婆豆腐","18.00","1","null","口味：【每袋4.5元】麻辣花甲调料50g*4袋","null","null","交易成功","null",="2022081422001164051440767911","17.77","17.77","没有申请退款","无退款申请","2022-08-14 22:32:22","2022-08-14 22:32:29"
="2820095136948870061",="2820095136947870061","仲景麻婆豆腐调味料150g*2袋 家用四川麻辣味麻辣豆腐酱料调味料","29.60","1","null","净含量：150g;口味：【内含共75g*6小袋】麻辣豆腐调味料*3袋","null","null","交易成功","null",="2022081422001188351412315441","29.51","29.51","没有申请退款","无退款申请","2022-08-14 22:31:14","2022-08-14 22:31:19"
="2820095136949870061",="2820095136947870061","安琪百钻冰粉粉家用自制烧仙草西米红糖果冻冰白凉粉专用配料商用","28.90","1","BZZH77","口味：冰粉粉300g*1包+冰粉伴侣160g*1包","null","null","交易成功","BZZH77",="2022081422001188351412315441","28.81","28.81","没有申请退款","无退款申请","2022-08-14 22:31:14","2022-08-14 22:31:19"
="2820095136950870061",="2820095136947870061","川娃子泰式酸辣鲜泡汁500g*2袋网红柠檬无骨鸡爪汁泡凤爪调料汁包","14.90","1","null","口味：泰式酸辣鲜泡汁500g*1袋","null","null","交易成功","null",="2022081422001188351412315441","14.86","14.86","没有申请退款","无退款申请","2022-08-14 22:31:14","2022-08-14 22:31:19"
="2820095136951870061",="2820095136947870061","味千拉面500g*5包优质蛋白不带料包半干速食面条日式餐饮家用商用","50.00","1","null","null","null","null","交易成功","null",="2022081422001188351412315441","39.78","39.78","没有申请退款","无退款申请","2022-08-14 22:31:14","2022-08-14 22:31:19"
="2820095136952870061",="2820095136947870061","川娃子烧椒酱230g*3瓶四川烧椒酱辣椒酱炭烤虎皮青椒剁椒酱下饭菜","24.80","1","CWZZH24","口味：【热卖推荐】烧椒酱+双椒酱 - 各1瓶","null","null","交易成功","CWZZH24",="2022081422001188351412315441","24.68","24.68","没有申请退款","无退款申请","2022-08-14 22:31:14","2022-08-14 22:31:19"
="2820095136953870061",="2820095136947870061","川娃子油泼辣子230g*3瓶香辣红油辣椒油辣椒酱陕西凉皮拌菜调味料","12.80","1","cwzyplz01","口味：油泼辣子230g*1瓶【尝鲜】","null","null","交易成功","cwzyplz01",="2022081422001188351412315441","12.76","12.76","没有申请退款","无退款申请","2022-08-14 22:31:14","2022-08-14 22:31:19"
="2820095136954870061",="2820095136947870061","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","19.90","1","null","口味：手做牛油500g*1袋","null","null","交易成功","null",="2022081422001188351412315441","19.80","19.80","没有申请退款","无退款申请","2022-08-14 22:31:14","2022-08-14 22:31:19"
="2820095136955870061",="2820095136947870061","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","12.90","1","null","口味：麻辣香锅220g*1袋（3-5人份）","null","null","交易成功","null",="2022081422001188351412315441","12.84","12.84","没有申请退款","无退款申请","2022-08-14 22:31:14","2022-08-14 22:31:19"
="2820095136956870061",="2820095136947870061","味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","34.99","1","null","口味：麻辣拉面320g*3袋（经典款）","null","null","交易成功","null",="2022081422001188351412315441","34.88","34.88","没有申请退款","无退款申请","2022-08-14 22:31:14","2022-08-14 22:31:19"
="2820095136957870061",="2820095136947870061","味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","32.99","1","null","口味：鸡汤拉面300g*3袋（经典款）","null","null","交易成功","null",="2022081422001188351412315441","32.89","32.89","没有申请退款","无退款申请","2022-08-14 22:31:14","2022-08-14 22:31:19"
="2820095136958870061",="2820095136947870061","味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","32.99","1","null","口味：猪骨汤拉面305g*3袋（经典款）","null","null","交易成功","null",="2022081422001188351412315441","32.89","32.89","没有申请退款","无退款申请","2022-08-14 22:31:14","2022-08-14 22:31:19"
="2820095136959870061",="2820095136947870061","【红包福利】详情咨询客服","3.00","1","null","null","null","null","交易成功","null",="2022081422001188351412315441","0.00","0.00","没有申请退款","无退款申请","2022-08-14 22:31:14","2022-08-14 22:31:19"
="1644090207311633296",="1644090207311633296","陈克明日式软弹面条400g*2袋澳麦面粉宽面细面油泼面拌面速食面条","22.90","1","null","口味：【日式软弹面】细面400g*1袋+宽面400g*1袋","null","null","交易成功","null",="2022081422001117861437082701","22.54","22.54","没有申请退款","无退款申请","2022-08-14 22:30:23","2022-08-14 22:30:26"
="2821680255250006020",="2821680255250006020","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","19.80","1","AQZH16","颜色分类：【包子馒头用】干酵母12g*20袋（无赠品）","null","null","交易成功","AQZH16",="2022081422001181481442279685","19.64","19.64","没有申请退款","无退款申请","2022-08-14 22:29:44","2022-08-14 22:29:59"
="2820946069861067737",="2820946069861067737","海底捞红烧肉调味料200g*2袋 家用酱料猪蹄排骨酱汁红烧肉调料包","7.90","1","null","净含量：200g;口味：红烧肉调料200g*1袋","null","null","交易成功","null",="2022081422001114391456224970","7.90","7.90","没有申请退款","无退款申请","2022-08-14 22:28:25","2022-08-14 22:28:28"
="1644120913449694872",="1644120913449694872","海天0添加黄豆酱300g*3袋家用炒菜拌面东北大酱大葱蘸酱豆瓣酱料","10.90","1","hthdjyw04","口味：0添加黄豆酱300g*1袋","null","null","交易成功","hthdjyw04",="2022081422001102721429967217","10.58","10.58","没有申请退款","无退款申请","2022-08-14 22:27:15","2022-08-14 22:27:18"
="1644048338102820674",="1644048338102820674","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022081422001189691422825131","6.56","6.56","没有申请退款","无退款申请","2022-08-14 22:27:05","2022-08-14 22:27:30"
="1644046934730106072",="1644046934730106072","味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","32.99","1","null","口味：猪骨汤拉面305g*3袋","null","null","交易成功","null",="2022081422001103421449119700","32.01","32.01","没有申请退款","无退款申请","2022-08-14 22:27:03","2022-08-14 22:27:11"
="2821316330301612845",="2821316330301612845","小龙坎干碟香辣蘸料100g辣椒粉烧烤串串蘸碟辣椒面四川火锅调味料","25.80","1","null","null","null","null","交易成功","null",="2022081422001196621424928557","13.80","13.80","没有申请退款","无退款申请","2022-08-14 22:25:33","2022-08-14 22:25:34"
="2821315610387550766",="2821315610387550766","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","50.80","2","MJZH58","口味：【共8盒】4口味各2盒（经典款）","null","null","交易成功","MJZH58",="2022081422001162721428958078","86.52","86.52","没有申请退款","无退款申请","2022-08-14 22:24:58","2022-08-14 22:25:47"
