"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2857705346136353604",="2857705346136353604","陈克明儿童挂面条280g*3袋无盐蔬菜杂粮小面高钙挂面营养面条早餐","19.80","1","null","口味：蔬菜小面280g*3袋","null","null","交易成功","null",="2022083122001177561435758205","19.21","19.21","没有申请退款","无退款申请","2022-08-31 23:48:07","2022-08-31 23:48:14"
="1659303193588835282",="1659303193588835282","海天烧烤汁1.28L商用叉烧腌制酱料烧烤调料烧烤牛排鸡翅烤肉调料","35.80","3","htskz02","null","null","null","卖家已发货，等待买家确认","htskz02",="2022083122001144521408453768","57.62","57.62","没有申请退款","无退款申请","2022-08-31 23:47:52","2022-08-31 23:47:53"
="2858051415150254144",="2858051415150254144","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","卖家已发货，等待买家确认","null",="2022083122001181911402205227","6.56","6.56","没有申请退款","无退款申请","2022-08-31 23:47:28","2022-09-01 00:50:02"
="1658509536564837176",="1658509536564837176","海天黄豆酱340g*2瓶yes豆瓣酱拌饭原味蒜蓉香辣味东北大酱小罐装","7.80","1","hthdjsr01","口味：蒜蓉味340g*1瓶","null","null","卖家已发货，等待买家确认","hthdjsr01",="2022083122001114101457193805","7.57","7.57","没有申请退款","无退款申请","2022-08-31 23:46:57","2022-08-31 23:47:10"
="2857329001128995802",="2857329001128995802","安琪酵母粉5g12g整箱低糖高活性干酵母家用面包馒头专业发酵粉","29.90","1","AQZH54","颜色分类：【商超同款】酵母5g*50包","null","null","卖家已发货，等待买家确认","AQZH54",="2022083122001185361412097378","29.75","29.75","没有申请退款","无退款申请","2022-08-31 23:46:28","2022-08-31 23:46:53"
="2857328821122414315",="2857328821122414315","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","卖家已发货，等待买家确认","null",="2022083122001116961459471910","6.56","6.56","没有申请退款","无退款申请","2022-08-31 23:46:22","2022-08-31 23:46:29"
="1659229719732763072",="1659229719732763072","六必居芝麻花生酱300g*2瓶火锅蘸料拌面酱拌菜热干面麻酱正宗麻酱","13.90","1","null","口味：芝麻花生酱300g*1瓶","null","null","卖家已发货，等待买家确认","null",="2022083122001135411456721925","13.49","13.49","没有申请退款","无退款申请","2022-08-31 23:45:16","2022-08-31 23:45:23"
="2858046699048546919",="2858046699048546919","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","32.80","1","MJZH34","口味：4口味各1盒（经典款）","null","null","卖家已发货，等待买家确认","MJZH34",="2022083122001171031440856653","22.80","22.80","没有申请退款","无退款申请","2022-08-31 23:43:01","2022-08-31 23:43:07"
="2858041587285714202",="2858041587285714202","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022083122001137851417871817","6.56","6.56","没有申请退款","无退款申请","2022-08-31 23:40:41","2022-08-31 23:40:49"
="2856434076590019602",="2856434076590019602","陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：【3袋组合】宽挂面*1+细挂面*1+圆挂面*1","null","null","卖家已发货，等待买家确认","null",="2022083122001190011437382032","20.28","20.28","没有申请退款","无退款申请","2022-08-31 23:40:28","2022-08-31 23:40:35"
="2856434256179278554",="2856434256179278554","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","53.20","1","MJZH58","口味：【共8盒】4口味各2盒（经典款）","null","null","买家已付款，等待卖家发货","MJZH58",="2022083122001172981409127870","40.54","29.54","没有申请退款","无退款申请","2022-08-31 23:39:16","2022-08-31 23:42:11"
="2856427128909931822",="2856427128909931822","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","53.20","1","MJZH59","口味：【共8盒】原味牛肉4盒+玉米4盒","null","null","卖家已发货，等待买家确认","MJZH59",="2022083122001119461405028395","42.14","42.14","没有申请退款","无退款申请","2022-08-31 23:36:07","2022-08-31 23:36:09"
="2856426012498132411",="2856426012498132411","川崎火锅蘸料6盒装麻酱调料底料麻辣海鲜原味香辣芝麻花生酱家用","23.80","1","CQZH029","口味：8盒装（下单可备注口味）","null","不辣组合6盒，加两盒辣的","卖家已发货，等待买家确认","CQZH029",="2022083122001147971456726015","23.74","23.74","没有申请退款","无退款申请","2022-08-31 23:34:16","2022-08-31 23:34:20"
="1658501616231129595",="1658501616231129595","太太乐三鲜鸡精100g*2袋 炒菜提鲜煲汤代替味精鸡精家用厨房调料","11.60","1","TTLZH09","null","null","null","卖家已发货，等待买家确认","TTLZH09",="2022083122001186061445438255","10.80","10.80","没有申请退款","无退款申请","2022-08-31 23:33:56","2022-08-31 23:46:48"
="2856425724522672446",="2856425724522672446","陈克明鸡蛋刀削挂面1kg×2袋陕西油泼面宽面条挂面烩面速食刀削面","24.90","1","null","口味：【鸡蛋风味】刀削挂面1kg*2袋","null","null","卖家已发货，等待买家确认","null",="2022083122001194701400922841","24.16","24.16","没有申请退款","无退款申请","2022-08-31 23:33:45","2022-08-31 23:33:54"
="2856417156307713761",="2856417156307713761","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","42.40","1","MJZH62","口味：【共6盒】原味牛肉2盒+玉米2盒+咖喱2盒","null","null","卖家已发货，等待买家确认","MJZH62",="2022083122001141431403634748","30.28","30.28","没有申请退款","无退款申请","2022-08-31 23:33:36","2022-08-31 23:33:44"
="2857306177407495517",="2857306177407495517","陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：【3袋组合】宽挂面*1+细挂面*1+圆挂面*1","null","null","卖家已发货，等待买家确认","null",="2022083122001146771445961281","20.28","20.28","没有申请退款","无退款申请","2022-08-31 23:30:11","2022-08-31 23:30:19"
="2857669454847706049",="2857669454847706049","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","卖家已发货，等待买家确认","null",="2022083122001103111448042908","6.56","6.56","没有申请退款","无退款申请","2022-08-31 23:23:14","2022-08-31 23:23:16"
="1659287641693373475",="1659287641693373475","川南爽口下饭菜开味菜454g瓶装黄花豇豆咸菜四川早餐学生酱菜榨菜","9.80","3","null","口味：爽口下饭菜235g","null","null","卖家已发货，等待买家确认","null",="2022083122001175991401847789","29.40","29.40","没有申请退款","无退款申请","2022-08-31 23:22:55","2022-08-31 23:22:56"
="2858015775096754146",="2858015775096754146","味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","33.90","1","null","口味：猪骨汤1袋+鸡汤1袋+麻辣1袋","null","null","卖家已发货，等待买家确认","null",="2022083122001107301427758179","32.89","32.89","没有申请退款","无退款申请","2022-08-31 23:22:29","2022-08-31 23:22:41"
="2856405456678870721",="2856405456678870721","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","5.90","1","AQZH28","颜色分类：【甜味型】甜酒曲8g*5袋（送蒸布+量勺5件套）","null","null","卖家已发货，等待买家确认","AQZH28",="2022083122001110871408907419","5.73","5.73","没有申请退款","无退款申请","2022-08-31 23:21:16","2022-08-31 23:21:29"
="2857665458877608845",="2857665458877608845","陈克明儿童挂面条280g*3袋无盐蔬菜杂粮小面高钙挂面营养面条早餐","19.80","1","null","口味：杂粮小面280g*3袋","null","null","卖家已发货，等待买家确认","null",="2022083122001112301435093514","19.21","19.21","没有申请退款","无退款申请","2022-08-31 23:20:31","2022-08-31 23:20:39"
="2856404304431119046",="2856404304431119046","味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","33.90","1","null","口味：猪骨汤1袋+鸡汤1袋+麻辣1袋","null","null","卖家已发货，等待买家确认","null",="2022083122001160831409276949","32.89","32.89","退款关闭","0.00","2022-08-31 23:19:41","2022-08-31 23:19:46"
="1658491356435383968",="1658491356434383968","海底捞小料台火锅蘸料油碟花生芝麻酱调料蘸酱蒜蓉沙茶酱香辣干碟","16.50","1","null","口味：【1号】花生芝麻酱蘸料50g*6袋","null","null","卖家已发货，等待买家确认","null",="2022083122001146911459322757","16.50","16.50","没有申请退款","无退款申请","2022-08-31 23:19:15","2022-08-31 23:19:20"
="1658491356436383968",="1658491356434383968","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","9.90","2","null","口味：酸香番茄200g*1袋（3-5人份）","null","null","卖家已发货，等待买家确认","null",="2022083122001146911459322757","19.80","19.80","没有申请退款","无退款申请","2022-08-31 23:19:15","2022-08-31 23:19:20"
="2856403008498093623",="2856403008498093623","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","卖家已发货，等待买家确认","null",="2022083122001161291400413239","6.56","6.56","没有申请退款","无退款申请","2022-08-31 23:18:55","2022-08-31 23:19:02"
="1659211611261136090",="1659211611261136090","安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","19.50","1","AQZH25","颜色分类：【甜味型】甜酒曲8g*30袋（送蒸布+量勺5件套）","null","亲，麻烦看好没有质量问题再发货哦","卖家已发货，等待买家确认","AQZH25",="2022083122001138591436826674","18.92","18.92","没有申请退款","无退款申请","2022-08-31 23:18:35","2022-08-31 23:18:42"
="1659182738183692273",="1659182738182692273","海底捞鱼香肉丝调味料100g*3包川菜调味酱汁鱼香茄子家常菜调料包","30.00","2","null","null","null","null","卖家已发货，等待买家确认","null",="2022083122001124041447605838","25.65","25.65","没有申请退款","无退款申请","2022-08-31 23:18:05","2022-08-31 23:18:12"
="1659182738184692273",="1659182738182692273","海底捞麻婆豆腐调味料80g*3袋家用川味麻辣豆腐速成炒菜麻婆酱料","35.00","3","null","null","null","null","卖家已发货，等待买家确认","null",="2022083122001124041447605838","38.48","38.48","没有申请退款","无退款申请","2022-08-31 23:18:05","2022-08-31 23:18:12"
="1659182738185692273",="1659182738182692273","味千拉面3种口味调料包610g*2袋豚骨拉面汤料包8人份日式速食面条","57.99","1","null","口味：【12人份】味千汤拉面（3种口味）610g*3袋","null","null","卖家已发货，等待买家确认","null",="2022083122001124041447605838","56.26","56.26","没有申请退款","无退款申请","2022-08-31 23:18:05","2022-08-31 23:18:12"
="2856400740712780812",="2856400740712780812","海天添丁甜醋450ml*2产妇月子醋正品煲猪蹄猪脚姜醋广东糯米甜醋","30.00","1","HTZH78","null","null","null","卖家已发货，等待买家确认","HTZH78",="2022083122001160421406515469","19.21","19.21","没有申请退款","无退款申请","2022-08-31 23:17:49","2022-08-31 23:17:51"
="2857661426561181851",="2857661426561181851","味千拉面鸡汤猪骨汤拉面305g2人份带料包速食日式拌面条锅煮面","33.90","1","null","口味：【3包组合】猪骨+鸡汤+麻辣","null","null","卖家已发货，等待买家确认","null",="2022083122001151881401821132","32.89","32.89","没有申请退款","无退款申请","2022-08-31 23:17:23","2022-08-31 23:17:27"
="1659284581232102691",="1659284581232102691","海底捞金汤酸汤肥牛调料包家用黄灯笼辣椒商用酸辣料理包酸菜鱼","9.90","1","null","口味：酸汤肥牛200g（无赠品）","null","null","卖家已发货，等待买家确认","null",="2022083122001190891401936451","9.75","9.75","没有申请退款","无退款申请","2022-08-31 23:16:42","2022-08-31 23:16:54"
="2857286233251536921",="2857286233251536921","海天小财宝蚝油360g家用小瓶挤压挤挤装炒菜伴馅烧烤调料火锅蘸料","13.90","1","htxcbhy01","净含量：360g","null","null","卖家已发货，等待买家确认","htxcbhy01",="2022083122001171571442414446","9.90","9.90","没有申请退款","无退款申请","2022-08-31 23:15:54","2022-08-31 23:15:59"
="2858004471329167058",="2858004471328167058","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","2","null","口味：1人份丨三鲜底料100g","null","null","买家已付款，等待卖家发货","null",="2022083122001185741442991408","13.28","13.28","没有申请退款","无退款申请","2022-08-31 23:15:48","2022-08-31 23:15:52"
="2858004471330167058",="2858004471328167058","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","13.50","2","null","口味：清油麻辣220g*1袋（3-5人份）","null","null","买家已付款，等待卖家发货","null",="2022083122001185741442991408","25.99","25.99","没有申请退款","无退款申请","2022-08-31 23:15:48","2022-08-31 23:15:52"
="1658488548665725270",="1658488548665725270","陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：【3袋组合】宽挂面*1+细挂面*1+圆挂面*1","null","null","卖家已发货，等待买家确认","null",="2022083122001193381418013648","20.28","20.28","没有申请退款","无退款申请","2022-08-31 23:15:26","2022-08-31 23:15:35"
="2856395484230333929",="2856395484230333929","海天儿童拌饭酱油200ml*2瓶儿童宝宝辅食搭档佐餐早餐蒸蛋调味汁","17.60","1","HTZH100","净含量：200ml;颜色分类：拌饭酱油200ml*2瓶","null","null","卖家已发货，等待买家确认","HTZH100",="2022083122001142831400425869","17.08","17.08","没有申请退款","无退款申请","2022-08-31 23:13:52","2022-08-31 23:13:59"
="2858000115600657513",="2858000115600657513","陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：宽挂面800g*3袋","null","null","卖家已发货，等待买家确认","null",="2022083122001161931402353809","20.28","20.28","没有申请退款","无退款申请","2022-08-31 23:13:10","2022-08-31 23:13:17"
="2857655162173159307",="2857655162173159307","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","2","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","卖家已发货，等待买家确认","null",="2022083122001141001447525642","13.11","13.11","没有申请退款","无退款申请","2022-08-31 23:12:23","2022-08-31 23:12:28"
="2858000403164789923",="2858000403164789923","陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：圆挂面800g*3袋","null","null","卖家已发货，等待买家确认","null",="2022083122001128861457663026","20.28","20.28","没有申请退款","无退款申请","2022-08-31 23:12:18","2022-08-31 23:12:25"
="1659279541660543098",="1659279541660543098","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","卖家已发货，等待买家确认","null",="2022083122001164121449073224","6.56","6.56","没有申请退款","无退款申请","2022-08-31 23:11:23","2022-08-31 23:12:06"
="2857276369948533337",="2857276369947533337","味千优质蛋白拉面500g5人份不带料包半干速食面条日式家用商用","18.99","1","null","口味：优质蛋白拉面500g*2包","null","null","交易关闭","null",="2022083122001154911406757912","18.43","18.43","退款成功","18.43","2022-08-31 23:11:05","2022-08-31 23:11:15"
="2857276369949533337",="2857276369947533337","味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","33.99","1","null","口味：猪骨汤1袋+鸡汤1袋+麻辣1袋（经典款）","null","null","交易关闭","null",="2022083122001154911406757912","32.98","32.98","退款成功","32.98","2022-08-31 23:11:05","2022-08-31 23:11:15"
="2856390912064042329",="2856390912064042329","陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：细挂面800g*3袋","null","null","交易成功","null",="2022083122001106551455707616","20.28","20.28","没有申请退款","无退款申请","2022-08-31 23:10:56","2022-08-31 23:11:01"
="2857652030322707146",="2857652030322707146","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","13.80","1","null","口味：【买就送5】醇香牛油+浓香牛油","null","null","交易成功","null",="2022083122001169271440640635","13.80","13.80","没有申请退款","无退款申请","2022-08-31 23:10:39","2022-08-31 23:10:43"
="2856386340944242851",="2856386340944242851","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","53.20","1","MJZH60","口味：【共8盒】咖喱4盒+烤洋葱4盒","null","null","交易成功","MJZH60",="2022083122001146261451949108","40.54","40.54","没有申请退款","无退款申请","2022-08-31 23:09:44","2022-08-31 23:09:50"
="2857993095530017209",="2857993095530017209","海底捞金汤酸汤肥牛调料包家用黄灯笼辣椒商用酸辣料理包酸菜鱼","9.90","1","null","口味：酸汤肥牛200g（无赠品）","null","null","卖家已发货，等待买家确认","null",="2022083122001160281458275716","9.90","9.90","没有申请退款","无退款申请","2022-08-31 23:09:00","2022-08-31 23:36:38"
="2857646342660654364",="2857646342660654364","陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：【3袋组合】宽挂面*1+细挂面*1+圆挂面*1","null","null","卖家已发货，等待买家确认","null",="2022083122001176121442735546","20.28","20.28","没有申请退款","无退款申请","2022-08-31 23:08:15","2022-08-31 23:08:16"
="1659274789906285582",="1659274789906285582","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","13.50","1","null","口味：麻辣烫220g*1袋（3-5人份）","null","null","卖家已发货，等待买家确认","null",="2022083122001104351438243683","12.83","12.83","没有申请退款","无退款申请","2022-08-31 23:05:18","2022-08-31 23:05:26"
="2857639142958186738",="2857639142958186738","海底捞麻辣小龙虾调味料十三香蒜蓉油焖香辣蟹调料包蒜香配料酱料","9.90","2","null","口味：香辣味200g","null","null","卖家已发货，等待买家确认","null",="2022083122001110081448308147","15.84","15.84","没有申请退款","无退款申请","2022-08-31 23:05:05","2022-08-31 23:05:11"
="2857642454102549204",="2857642454102549204","川娃子烧椒酱230g*3瓶四川烧椒酱辣椒酱炭烤虎皮青椒剁椒酱下饭菜","37.90","1","CWZZH27","口味：【3瓶】.烧椒酱230g*3瓶","null","null","卖家已发货，等待买家确认","CWZZH27",="2022083122001167171439279883","37.47","37.47","没有申请退款","无退款申请","2022-08-31 23:04:51","2022-08-31 23:05:05"
="1659171686469126097",="1659171686469126097","陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：【3袋组合】宽挂面*1+细挂面*1+圆挂面*1","null","null","交易成功","null",="2022083122001199561437303317","20.28","20.28","没有申请退款","无退款申请","2022-08-31 23:03:42","2022-08-31 23:03:47"
="1659199299035536382",="1659199299035536382","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨番茄底料125g","null","null","卖家已发货，等待买家确认","null",="2022083122001106011426558613","6.56","6.56","没有申请退款","无退款申请","2022-08-31 23:03:18","2022-08-31 23:04:35"
="1659273961176401792",="1659273961176401792","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","9.90","1","null","口味：泡椒酸汤鱼210g*1袋","null","null","卖家已发货，等待买家确认","null",="2022083122001185281454571123","9.41","9.41","没有申请退款","无退款申请","2022-08-31 23:03:00","2022-08-31 23:03:06"
="2857262761543944628",="2857262761543944628","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","卖家已发货，等待买家确认","null",="2022083122001142471404410259","6.56","6.56","没有申请退款","无退款申请","2022-08-31 23:02:33","2022-08-31 23:02:47"
="1659171002046153295",="1659171002046153295","太太乐三鲜鸡精500g*2袋替代味精三鲜鸡精家用炒菜煲汤火锅调味料","39.60","1","TTLZH13","null","null","null","卖家已发货，等待买家确认","TTLZH13",="2022083122001127081443797467","39.01","39.01","没有申请退款","无退款申请","2022-08-31 23:02:09","2022-08-31 23:02:15"
="2857263409027636607",="2857263409027636607","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","4.50","1","AQZH43","颜色分类：5g*5袋【无赠品】","null","null","交易成功","AQZH43",="2022083122001169081443899031","3.90","3.90","没有申请退款","无退款申请","2022-08-31 23:01:47","2022-08-31 23:02:00"
="1659272377125251183",="1659272377125251183","太太笑陈醋包9g*100包商用外卖小醋包山西老陈醋饺子醋打包调味料","25.00","2","null","null","null","null","交易成功","null",="2022083122001184041446471863","28.91","28.91","没有申请退款","无退款申请","2022-08-31 23:00:45","2022-08-31 23:00:46"
="2857258729750917233",="2857258729750917233","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022083122001189391409170926","6.56","6.56","没有申请退款","无退款申请","2022-08-31 23:00:30","2022-08-31 23:00:43"
="1658476308323045091",="1658476308323045091","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨番茄底料125g","null","null","卖家已发货，等待买家确认","null",="2022083122001106871457630225","6.56","6.56","没有申请退款","无退款申请","2022-08-31 22:59:51","2022-08-31 23:00:03"
="1658475120894403271",="1658475120894403271","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022083122001138451421991936","6.56","6.56","没有申请退款","无退款申请","2022-08-31 22:59:09","2022-08-31 22:59:12"
="1659195699038731687",="1659195699038731687","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","卖家已发货，等待买家确认","null",="2022083122001135511400480350","6.56","6.56","没有申请退款","无退款申请","2022-08-31 22:58:22","2022-08-31 22:58:27"
="1659195159343403271",="1659195159343403271","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易关闭","null",="2022083122001138451423556377","6.56","6.56","退款成功","6.56","2022-08-31 22:58:19","2022-08-31 22:58:21"
="2857254913144671134",="2857254913144671134","陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：【3袋组合】宽挂面*1+细挂面*1+圆挂面*1","null","null","交易成功","null",="2022083122001130451423668882","20.28","20.28","没有申请退款","无退款申请","2022-08-31 22:57:17","2022-08-31 22:57:23"
="1659164558832611076",="1659164558832611076","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","19.80","1","null","口味：【买就送5】醇香牛油+三鲜底料","null","null","交易成功","null",="2022083122001114361415993450","19.80","19.80","没有申请退款","无退款申请","2022-08-31 22:56:16","2022-08-31 22:56:22"
="1659191631952646497",="1659191631951646497","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","卖家已发货，等待买家确认","null",="2022083122001109101452612991","6.90","6.90","没有申请退款","无退款申请","2022-08-31 22:55:25","2022-08-31 22:55:34"
="1659191631953646497",="1659191631951646497","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","13.50","1","null","口味：清油麻辣220g*1袋（3-5人份）","null","null","卖家已发货，等待买家确认","null",="2022083122001109101452612991","13.50","13.50","没有申请退款","无退款申请","2022-08-31 22:55:25","2022-08-31 22:55:34"
="2857969119751974016",="2857969119751974016","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","卖家已发货，等待买家确认","null",="2022083122001196291452838558","6.56","6.56","没有申请退款","无退款申请","2022-08-31 22:54:52","2022-08-31 22:55:07"
="2857965771788535265",="2857965771788535265","正品海天添丁甜醋1.9L月子醋粤式广东省酸甜醋家用大桶装煲猪脚姜","50.00","1","httc002","null","null","null","卖家已发货，等待买家确认","httc002",="2022083122001118121444261309","28.91","28.91","没有申请退款","无退款申请","2022-08-31 22:53:06","2022-08-31 22:53:12"
