"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2921606499419417714",="2921606499419417714","【国庆价】安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","4.90","1","AQZH35","颜色分类：【甜味型】甜酒曲8g*5袋（无赠品）","null","null","交易成功","AQZH35",="2022093022001182601400933461","4.76","4.76","没有申请退款","无退款申请","2022-09-30 22:54:19","2022-09-30 22:54:53"
="2920936717047434837",="2920936717047434837","【国庆价】雀巢Maggi美极土豆泥冲泡代餐方便即食宵夜速食懒人食品 12盒整箱","84.80","1","MJZH57","口味：【整箱12盒】咖喱牛肉*12盒","null","null","交易成功","MJZH57",="2022093022001181001441757501","64.80","64.80","没有申请退款","无退款申请","2022-09-30 22:53:28","2022-09-30 22:53:34"
="1686933660472849194",="1686933660472849194","【国庆价】安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","12.90","1","AQZH33","颜色分类：【甜味型】甜酒曲8g*20袋（无赠品）","null","null","交易关闭","AQZH33",="2022093022001186241427710925","11.24","11.24","退款成功","11.24","2022-09-30 22:53:27","2022-09-30 22:53:34"
="1687549046017184872",="1687549046017184872","【国庆价】草原红太阳烧烤酱炸串刷料酱奥尔良腌烤鸡翅料烤肉蘸料调料家用","5.80","1","null","口味：原味烧烤酱110g","null","null","卖家已发货，等待买家确认","null",="2022093022001100281451029682","5.63","5.63","没有申请退款","无退款申请","2022-09-30 22:53:08","2022-09-30 22:53:16"
="1687580907392781577",="1687580907392781577","【国庆价】味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","33.99","1","null","口味：猪骨汤1袋+鸡汤1袋+麻辣1袋（经典款）","null","null","交易成功","null",="2022093022001112541409489362","32.98","32.98","没有申请退款","无退款申请","2022-09-30 22:52:35","2022-09-30 22:52:37"
="2921323646963287833",="2921323646963287833","【国庆价】海底捞麻辣清油火锅底料220g四川重庆正宗串串香家用成都冒菜调料","25.80","1","null","口味：清油火锅底料220g*2袋（送4包调料+1包土豆粉）","null","null","交易成功","null",="2022093022001196701444036209","22.50","22.50","没有申请退款","无退款申请","2022-09-30 22:52:27","2022-09-30 22:52:34"
="1687684297062946578",="1687684297062946578","【国庆价】雀巢Maggi美极土豆泥冲泡代餐方便即食宵夜速食懒人食品 12盒整箱","79.90","1","MJZH57","口味：【送干拌饭1桶】随机11盒(可备注口味)","null","null","交易关闭","MJZH57",="2022093022001151951406446515","51.94","51.94","退款成功","51.94","2022-09-30 22:52:10","2022-09-30 22:53:50"
="1687580691106106969",="1687580691106106969","【国庆价】海底捞火锅底料小包装一人份麻辣清油牛油番茄冬阴功菌汤一人食","59.90","1","null","口味：【送电煮锅1个】上汤三鲜100g*7包","null","null","交易成功","null",="2022093022001146271441170566","54.52","54.52","没有申请退款","无退款申请","2022-09-30 22:51:49","2022-09-30 22:51:57"
="2920918177783280216",="2920918177782280216","【国庆价】海底捞金汤酸汤肥牛调料包家用黄灯笼辣椒商用酸辣料理包酸菜鱼","29.70","1","null","口味：酸汤肥牛200g*3袋【送2包小米辣】","null","null","交易成功","null",="2022093022001148191432754456","25.90","25.90","没有申请退款","无退款申请","2022-09-30 22:51:29","2022-09-30 22:51:34"
="2920918177784280216",="2920918177782280216","安琪百钻白西米500g 小西米粒粽水果捞椰浆西米露奶茶店专用材料","10.90","1","null","口味：白西米100g*5包","null","null","交易成功","null",="2022093022001148191432754456","9.51","9.51","没有申请退款","无退款申请","2022-09-30 22:51:29","2022-09-30 22:51:34"
="2920918177785280216",="2920918177782280216","安琪百钻蜜蜜豆500g*3袋熟红小豆烘焙即食小红豆粒粽子奶茶店专用","18.90","1","null","颜色分类：多彩蜜蜜豆400g*2袋","null","null","交易成功","null",="2022093022001148191432754456","16.49","16.49","没有申请退款","无退款申请","2022-09-30 22:51:29","2022-09-30 22:51:34"
="2920918177786280216",="2920918177782280216","【国庆价】海底捞麻辣清油火锅底料220g四川重庆正宗串串香家用成都冒菜调料","25.80","1","null","口味：清油火锅底料220g*2袋（送4包调料+1包土豆粉）","null","null","交易成功","null",="2022093022001148191432754456","19.92","19.92","没有申请退款","无退款申请","2022-09-30 22:51:29","2022-09-30 22:51:34"
="2920918177787280216",="2920918177782280216","【国庆价】海底捞菌汤火锅底料110g煲汤调料正宗四川鲜菌汤小包装不辣家用","30.00","1","null","null","null","null","交易成功","null",="2022093022001148191432754456","9.96","9.96","没有申请退款","无退款申请","2022-09-30 22:51:29","2022-09-30 22:51:34"
="2920918177788280216",="2920918177782280216","【国庆价】王致和红豆沙馅泥500g家用粽子月饼馅料面包夹心商用即食包子烘培","22.90","1","WZHZH03","颜色分类：【每袋7.63元】红豆沙500g*3袋","null","null","交易成功","WZHZH03",="2022093022001148191432754456","19.97","19.97","没有申请退款","无退款申请","2022-09-30 22:51:29","2022-09-30 22:51:34"
="2920918177789280216",="2920918177782280216","【国庆价】安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","12.90","1","AQZH33","颜色分类：【甜味型】甜酒曲8g*20袋（无赠品）","null","null","交易成功","AQZH33",="2022093022001148191432754456","11.26","11.26","没有申请退款","无退款申请","2022-09-30 22:51:29","2022-09-30 22:51:34"
="2921321702766185225",="2921321702766185225","【国庆价】陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：宽挂面800g*3袋","null","null","卖家已发货，等待买家确认","null",="2022093022001186281447557445","20.28","20.28","没有申请退款","无退款申请","2022-09-30 22:51:08","2022-09-30 23:03:59"
="2920927825246531434",="2920927825246531434","【国庆价】安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","4.90","1","AQZH35","颜色分类：【甜味型】甜酒曲8g*5袋（无赠品）","null","null","卖家已发货，等待买家确认","AQZH35",="2022093022001115941451452726","4.90","4.90","没有申请退款","无退款申请","2022-09-30 22:51:02","2022-09-30 22:54:51"
="2920924045538555403",="2920924045538555403","【国庆价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","9.90","1","null","口味：酸香番茄200g*1袋（3-5人份）","null","null","交易成功","null",="2022093022001110121442777644","9.41","9.41","没有申请退款","无退款申请","2022-09-30 22:50:47","2022-09-30 22:52:41"
="2920926709261481021",="2920926709261481021","【国庆价】海天0添加拌饭酱300g*2瓶零添加香辣鸡肉香菇酱辣椒酱拌面下饭酱","26.80","1","HTZH170","口味：0添加拌饭酱300g*2瓶","null","null","卖家已发货，等待买家确认","HTZH170",="2022093022001130121438645012","23.46","23.46","没有申请退款","无退款申请","2022-09-30 22:50:41","2022-09-30 22:50:46"
="2920920697652901536",="2920920697652901536","【国庆价】海底捞拌饭酱燕麦青椒佐餐酱牛肉酱黄豆拌面条下饭酱调味酱辣椒酱","17.80","1","null","口味：燕麦青椒酱210g*2瓶（送3包香菇酱）","null","null","交易成功","null",="2022093022001160131429714458","16.03","16.03","没有申请退款","无退款申请","2022-09-30 22:50:25","2022-09-30 22:50:29"
="2920122648785796356",="2920122648785796356","【国庆价】海底捞火锅蘸料120g*3包原味香辣麻辣芝麻花生酱小包装调味料家用","11.70","1","null","口味：香辣蘸料120g*3袋（送2包干碟）","null","null","交易成功","null",="2022093022001171431406654504","10.19","10.19","没有申请退款","无退款申请","2022-09-30 22:48:42","2022-09-30 22:49:05"
="2920923685233091650",="2920923685233091650","【国庆价】海底捞麻辣清油火锅底料220g四川重庆正宗串串香家用成都冒菜调料","12.90","1","null","口味：清油火锅底料220g*1袋","null","null","交易成功","null",="2022093022001142741438615093","12.52","12.52","没有申请退款","无退款申请","2022-09-30 22:48:34","2022-09-30 22:48:36"
="2920919077339797465",="2920919077339797465","【国庆价】安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","9.50","1","AQZH06","颜色分类：5g*10袋【送蒸布+切刀】","null","null","交易成功","AQZH06",="2022093022001141291448960975","9.03","9.03","没有申请退款","无退款申请","2022-09-30 22:48:29","2022-09-30 22:49:20"
="2920924117089800455",="2920924117089800455","【国庆价】安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","12.90","1","AQZH33","颜色分类：【甜味型】甜酒曲8g*20袋（无赠品）","null","null","卖家已发货，等待买家确认","AQZH33",="2022093022001120901405323046","12.52","12.52","没有申请退款","无退款申请","2022-09-30 22:47:44","2022-09-30 22:51:00"
="1687677205257454370",="1687677205257454370","【国庆价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","卖家已发货，等待买家确认","null",="2022093022001123901412530018","6.56","6.56","没有申请退款","无退款申请","2022-09-30 22:46:46","2022-09-30 22:46:51"
="2920128804090429041",="2920128804090429041","【国庆价】陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：【3袋组合】宽挂面*1+细挂面*1+圆挂面*1","null","null","交易成功","null",="2022093022001138415750401639","20.28","20.28","没有申请退款","无退款申请","2022-09-30 22:46:38","2022-09-30 22:47:02"
="2920115196774492317",="2920115196774492317","【国庆价】陈克明波纹面香菇风味800g*2袋 鸡汁排骨风味面炒面非油炸方便面","24.80","1","null","口味：排骨风味面800g*2袋","null","null","交易成功","null",="2022093022001189891445052118","24.06","24.06","没有申请退款","无退款申请","2022-09-30 22:45:22","2022-09-30 22:45:24"
="2921584719590803163",="2921584719590803163","【国庆价】川崎火锅蘸料6盒装麻酱调料底料麻辣海鲜原味香辣芝麻花生酱家用","25.60","1","CQZH045","口味：麻辣8盒","null","null","卖家已发货，等待买家确认","CQZH045",="2022093022001192311418793933","22.58","22.58","没有申请退款","无退款申请","2022-09-30 22:45:20","2022-09-30 22:45:25"
="1687541702199146797",="1687541702199146797","【国庆价】陈克明手擀大宽挂面800g*2袋 椭圆挂面油泼面刀削面拌面冷面面条","23.80","10","null","口味：【红款】手擀椭圆挂面800g*2袋","null","null","交易成功","null",="2022093022001142211429358900","214.34","214.34","没有申请退款","无退款申请","2022-09-30 22:45:14","2022-09-30 22:46:03"
="1687573167517091092",="1687573167517091092","【国庆价】陈克明儿童挂面条280g*3袋无盐蔬菜杂粮小面高钙挂面营养面条早餐","19.80","1","null","口味：【3包组合】钙铁锌+鸡蛋+蝴蝶","null","null","卖家已发货，等待买家确认","null",="2022093022001119141430415684","19.21","19.21","没有申请退款","无退款申请","2022-09-30 22:45:14","2022-09-30 22:45:25"
="2920909933461294938",="2920909933461294938","安琪百钻华夫饼粉1kg 家用松饼粉华夫饼预拌粉煎饼粉diy烘焙材料","21.90","1","bzhfbf01","颜色分类：华夫饼粉1kg*1袋","null","null","交易成功","bzhfbf01",="2022093022001166835752890914","21.25","21.25","没有申请退款","无退款申请","2022-09-30 22:44:55","2022-09-30 22:45:19"
="1686926460062236977",="1686926460061236977","【国庆价】陈克明儿童挂面条280g*3袋无盐蔬菜杂粮小面高钙挂面营养面条早餐","19.80","1","null","口味：钙铁锌挂面*2袋+高钙挂面*1袋","null","null","交易成功","null",="2022093022001112951406271501","17.26","17.26","没有申请退款","无退款申请","2022-09-30 22:44:50","2022-09-30 22:45:30"
="1686926460063236977",="1686926460061236977","【国庆价】陈克明儿童挂面条280g*3袋无盐蔬菜杂粮小面高钙挂面营养面条早餐","19.80","1","null","口味：蔬菜小面280g*3袋","null","null","交易成功","null",="2022093022001112951406271501","17.26","17.26","没有申请退款","无退款申请","2022-09-30 22:44:50","2022-09-30 22:45:30"
="1686926460064236977",="1686926460061236977","【国庆价】陈克明儿童挂面条280g*3袋无盐蔬菜杂粮小面高钙挂面营养面条早餐","19.80","1","null","口味：杂粮小面280g*3袋","null","null","交易成功","null",="2022093022001112951406271501","17.26","17.26","没有申请退款","无退款申请","2022-09-30 22:44:50","2022-09-30 22:45:30"
="2921306438895146454",="2921306438895146454","【国庆价】海底捞火锅蘸料120g*3包原味香辣麻辣芝麻花生酱小包装调味料家用","11.70","1","null","口味：原味蘸料120g*3袋（送2包干碟）","null","null","交易成功","null",="2022093022001129141435265703","10.20","10.20","没有申请退款","无退款申请","2022-09-30 22:44:33","2022-09-30 22:44:39"
="1687537850915619583",="1687537850915619583","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","卖家已发货，等待买家确认","null",="2022093022001136815702581720","6.56","6.56","没有申请退款","无退款申请","2022-09-30 22:43:00","2022-09-30 22:43:21"
="1687539146153864970",="1687539146153864970","【国庆价】海天盐焗鸡粉专用料30g*3袋 广东客家盐局鸡粉鸡爪虾沙姜粉家用","16.90","1","HTZH58","净含量：30g;口味：盐焗鸡粉30g*12袋（送40g鸡精+上色黄栀子）","null","null","交易成功","HTZH58",="2022093022001120901403882376","16.90","16.90","没有申请退款","无退款申请","2022-09-30 22:42:44","2022-09-30 22:42:46"
="1687570431515531871",="1687570431515531871","【国庆价】安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","5.50","1","AQZH31","颜色分类：【甜味型】甜酒曲8g*5袋（送蒸布）","null","null","卖家已发货，等待买家确认","AQZH31",="2022093022001159181436463619","5.34","5.34","没有申请退款","无退款申请","2022-09-30 22:42:42","2022-09-30 22:42:44"
="2920905757378532846",="2920905757378532846","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","42.40","1","null","口味：【共6盒】原味牛肉2盒+玉米2盒+洋葱2盒","null","null","交易成功","null",="2022093022001124401430516004","32.40","32.40","没有申请退款","无退款申请","2022-09-30 22:42:10","2022-09-30 22:43:12"
="1687537634309146797",="1687537634309146797","【国庆价】陈克明手擀大宽挂面800g*2袋 椭圆挂面油泼面刀削面拌面冷面面条","23.80","10","null","口味：【红款】手擀椭圆挂面800g*2袋","null","null","交易关闭","null",="2022093022001142211429271844","214.34","214.34","退款成功","214.34","2022-09-30 22:41:27","2022-09-30 22:41:29"
="2920104396858725827",="2920104396858725827","海底捞精品水煮鱼调料包210g家用四川麻辣水煮牛蛙肉片火锅底料包","29.70","1","null","口味：（送土豆粉2包）精品水煮鱼210g*3包","null","null","卖家已发货，等待买家确认","null",="2022093022001136701448540285","26.00","26.00","没有申请退款","无退款申请","2022-09-30 22:41:20","2022-09-30 22:41:26"
="1687537670120490783",="1687537670120490783","【国庆价】草原红太阳火锅蘸料180g*6袋芝麻酱拌面酱韭花酱花生酱火锅蘸料","6.90","1","null","口味：香辣180g*1袋","null","null","卖家已发货，等待买家确认","null",="2022093022001144941456323132","6.70","6.70","没有申请退款","无退款申请","2022-09-30 22:41:07","2022-09-30 22:41:15"
="1687569027284918688",="1687569027284918688","【国庆价】安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","4.90","1","AQZH35","颜色分类：【甜味型】甜酒曲8g*5袋（无赠品）","null","null","交易成功","AQZH35",="2022093022001131911453317872","4.76","4.76","没有申请退款","无退款申请","2022-09-30 22:41:03","2022-09-30 22:41:19"
="2920114080286304912",="2920114080286304912","【国庆价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","12.90","1","null","口味：鲜香菌汤110g*1袋（3-5人份）","null","null","交易成功","null",="2022093022001141951408145787","12.26","12.26","没有申请退款","无退款申请","2022-09-30 22:40:55","2022-09-30 22:41:15"
="2921577915531648522",="2921577915531648522","【国庆价】太太乐汤之鲜调味料瑶柱鸡汤猪骨牛肉速食汤料高汤浓缩家用小包装","14.90","1","null","净含量：112g;口味：汤之鲜瑶柱鸡汤味112g*1盒","null","null","交易成功","null",="2022093022001140071433959658","9.89","9.89","没有申请退款","无退款申请","2022-09-30 22:40:49","2022-09-30 22:41:00"
="2921301938724212045",="2921301938724212045","【国庆价】陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：【3袋组合】宽挂面*1+细挂面*1+圆挂面*1","null","null","交易成功","null",="2022093022001132161440882036","20.28","20.28","没有申请退款","无退款申请","2022-09-30 22:40:29","2022-09-30 22:40:42"
="1686919728943146797",="1686919728943146797","【国庆价】陈克明手擀大宽挂面800g*2袋 椭圆挂面油泼面刀削面拌面冷面面条","23.80","10","null","口味：【红款】手擀椭圆挂面800g*2袋","null","null","交易关闭","null",="2022093022001142211429234692","214.34","214.34","退款成功","214.34","2022-09-30 22:40:07","2022-09-30 22:40:09"
="1687669969698451296",="1687669969698451296","【国庆价】川崎元贞糖500g家用0脂肪元贞糖替代木糖醇蔗糖代白砂糖烘焙原料","49.90","1","cqyzt002","null","null","null","交易成功","cqyzt002",="2022093022001167481406276730","29.75","29.75","没有申请退款","无退款申请","2022-09-30 22:39:54","2022-09-30 22:39:57"
="1686919872165422572",="1686919872165422572","【国庆价】海底捞麻辣小海鲜调味料香辣川菜干锅料回锅肉鱼香肉丝麻婆豆腐","18.00","1","null","口味：【每袋4.5元】蒜蓉花甲调料70g*4袋","null","null","交易成功","null",="2022093022001129331410916430","17.46","17.46","没有申请退款","无退款申请","2022-09-30 22:38:39","2022-09-30 22:38:45"
="2921574711285453148",="2921574711285453148","【国庆价】陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：宽挂面800g*3袋","null","null","卖家已发货，等待买家确认","null",="2022093022001165051442830813","18.21","18.21","没有申请退款","无退款申请","2022-09-30 22:38:05","2022-09-30 22:38:12"
="2920893373484377205",="2920893373484377205","【国庆价】海底捞番茄火锅底料200g酸爽汤底煲汤调料家用正宗四川重庆不辣","19.80","1","null","口味：番茄火锅底料200g*2袋（送3包调料）","null","null","交易成功","null",="2022093022001100301435799636","19.80","19.80","没有申请退款","无退款申请","2022-09-30 22:37:14","2022-09-30 22:37:19"
="1687533386099436491",="1687533386099436491","【国庆价】陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：【3袋组合】宽挂面*1+细挂面*1+圆挂面*1","null","null","交易成功","null",="2022093022001176931450852481","20.90","20.90","没有申请退款","无退款申请","2022-09-30 22:37:01","2022-09-30 22:37:05"
="2920102704418681853",="2920102704418681853","【国庆价】草原红太阳韭花酱200g*5袋内蒙古鲜野生韭菜花酱农家特产火锅蘸料","5.90","1","null","口味：【尝鲜】韭花酱200g*1袋","null","null","交易成功","null",="2022093022001108121430954044","5.31","5.31","没有申请退款","无退款申请","2022-09-30 22:36:58","2022-09-30 22:37:02"
="1687666585075260995",="1687666585075260995","【国庆价】安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","12.90","1","AQZH03","颜色分类：5g*20袋【无赠品】","null","null","交易成功","AQZH03",="2022093022001114951407749687","11.08","11.08","没有申请退款","无退款申请","2022-09-30 22:35:14","2022-09-30 22:37:07"
="2920887721762310008",="2920887721762310008","【国庆价】海底捞红烧肉调味料200g*2袋 家用酱料猪蹄排骨酱汁红烧肉调料包","39.50","1","null","净含量：200g;口味：红烧肉调料200g*5袋","null","null","卖家已发货，等待买家确认","null",="2022093022001181531409738843","34.52","34.52","没有申请退款","无退款申请","2022-09-30 22:35:05","2022-09-30 22:36:00"
="1687561971782917982",="1687561971782917982","【国庆价】海底捞火锅蘸料120g*3包原味香辣麻辣芝麻花生酱小包装调味料家用","23.40","1","null","口味：香辣蘸料120g*6袋（送2包土豆粉）","null","null","交易成功","null",="2022093022001133111433935521","22.70","22.70","没有申请退款","无退款申请","2022-09-30 22:34:56","2022-09-30 22:36:00"
="1687664929493305691",="1687664929493305691","【国庆价】海天锦上鲜蒜蓉辣椒酱350g*2瓶火锅拌面酱蒜蓉扇贝麻辣小龙虾调料","35.00","2","HTZH46","null","null","null","卖家已发货，等待买家确认","HTZH46",="2022093022001110331415118737","37.69","37.69","没有申请退款","无退款申请","2022-09-30 22:34:44","2022-09-30 22:34:48"
="2920892941169929961",="2920892941169929961","【国庆价】味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","32.99","1","null","口味：猪骨汤2袋+鸡汤1袋（经典款）","null","null","卖家已发货，等待买家确认","null",="2022093022001117531404952432","32.66","32.66","没有申请退款","无退款申请","2022-09-30 22:34:16","2022-09-30 22:34:29"
="1687561863137556767",="1687561863137556767","【国庆价】安琪甜酒曲8g*20袋米酒做醪糟曲子甜酒月子酒糯米酒酿酵母甜味型","12.90","1","AQZH33","颜色分类：【甜味型】甜酒曲8g*20袋（无赠品）","null","null","卖家已发货，等待买家确认","AQZH33",="2022093022001167381411092876","12.52","12.52","没有申请退款","无退款申请","2022-09-30 22:33:35","2022-09-30 22:33:44"
="2920886965393320402",="2920886965393320402","【国庆价】海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","13.80","1","null","口味：【买就送5】醇香牛油+浓香牛油","null","null","交易成功","null",="2022093022001147501423127070","11.76","11.76","没有申请退款","无退款申请","2022-09-30 22:33:10","2022-09-30 22:33:20"
="2921283074933871103",="2921283074933871103","百钻白凉粉500g冰粉专用白凉粉果冻专用粉家用烧仙草冰粉烘焙原料","7.80","1","null","口味：【试用装】百钻白凉粉100g*1袋","null","null","交易成功","null",="2022093022001156161430869731","7.57","7.57","没有申请退款","无退款申请","2022-09-30 22:32:49","2022-09-30 22:32:56"
="2920088628604680608",="2920088628604680608","【国庆价】王致和纯芝麻酱225g*3瓶正宗热干面专用拌面酱面包烘培酱火锅蘸料","32.80","1","WZHZH18","口味：【每瓶10.6元】纯芝麻酱225g*3瓶","null","null","卖家已发货，等待买家确认","WZHZH18",="2022093022001126035748255836","28.57","28.57","没有申请退款","无退款申请","2022-09-30 22:30:54","2022-09-30 22:31:29"
="2920093380131940625",="2920093380131940625","草原红太阳牛油麻辣火锅底料150g*5袋家用四川麻辣火锅底料一人份","7.50","1","null","口味：牛油麻辣火锅底料150g*1袋（送2包干碟）","null","null","交易成功","null",="2022093022001194051448447441","7.28","7.28","没有申请退款","无退款申请","2022-09-30 22:30:15","2022-09-30 22:30:21"
="2921553147664461652",="2921553147664461652","【国庆价】海天0添加黄豆酱300g*3袋家用炒菜拌面东北大酱大葱蘸酱豆瓣酱料","10.90","1","hthdjyw04","口味：0添加黄豆酱300g*1袋","null","null","交易成功","hthdjyw04",="2022093022001167351432298520","9.90","9.90","没有申请退款","无退款申请","2022-09-30 22:29:44","2022-09-30 22:31:04"
="1687523738986715471",="1687523738986715471","【国庆价】正品海天海鲜酱400g小瓶装烧烤蘸料红烧肉鱼拌面调味酱油火锅调料","9.99","1","hthxj001","口味：【实惠大瓶】-.海鲜酱400g*1瓶","null","null","卖家已发货，等待买家确认","hthxj001",="2022093022001100311401491273","8.71","8.71","没有申请退款","无退款申请","2022-09-30 22:29:42","2022-09-30 22:29:51"
="2920884229110375320",="2920884229110375320","【国庆价】王致和干黄酱180g*3袋 老北京炸酱面豆瓣黄豆酱拌面酱干酱葱伴侣","27.80","1","null","口味：【每袋2.78元】王致和干黄酱180g*10袋","null","null","交易成功","null",="2022093022001157791435014715","25.13","25.13","没有申请退款","无退款申请","2022-09-30 22:29:25","2022-09-30 22:35:10"
="2921274578905659646",="2921274578905659646","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","32.80","1","MJZH34","口味：4口味各1盒（经典款）","null","null","卖家已发货，等待买家确认","MJZH34",="2022093022001197551445877103","22.80","22.80","没有申请退款","无退款申请","2022-09-30 22:29:07","2022-09-30 22:29:11"
="2921549367705695440",="2921549367704695440","【国庆价】安琪百钻麦芽糖500g手工搅搅糖饼干月饼拉丝糖稀麦芽糖浆烘焙专用","21.80","1","null","颜色分类：百钻麦芽糖500g*2瓶;口味：原味","null","null","卖家已发货，等待买家确认","null",="2022093022001185141429873693","19.69","19.69","没有申请退款","无退款申请","2022-09-30 22:29:00","2022-09-30 22:29:08"
