"子订单编号","主订单编号","标题","价格","购买数量","外部系统编号","商品属性","套餐信息","备注","订单状态","商家编码","支付单号","买家应付货款","买家实际支付金额","退款状态","退款金额","订单创建时间","订单付款时间"
="2873674152620893935",="2873674152620893935","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022090722001114381429850920","6.56","6.56","没有申请退款","无退款申请","2022-09-07 23:50:23","2022-09-07 23:50:29"
="2875229175890727652",="2875229175890727652","【99价】王致和红豆沙馅泥500g家用粽子月饼馅料面包夹心商用即食包子烘培","16.80","1","WZHZH04","颜色分类：【每袋8.4元】红豆沙500g*2袋","null","null","交易成功","WZHZH04",="2022090722001134341423757054","16.30","16.30","没有申请退款","无退款申请","2022-09-07 23:49:48","2022-09-07 23:49:50"
="1664560236381697881",="1664560236380697881","海底捞番茄火锅底料200g酸爽汤底煲汤调料家用正宗四川重庆不辣","20.00","1","null","口味：番茄味","null","null","交易关闭","null",="2022090722001165101459464556","7.30","7.30","退款成功","7.30","2022-09-07 23:49:47","2022-09-07 23:50:03"
="1664560236382697881",="1664560236380697881","【99价】海底捞火锅蘸料原味香辣麻辣组合花生芝麻酱火锅调味料小包装家用","11.70","1","null","口味：麻辣味120g*3包（送5包调味料）","null","null","交易成功","null",="2022090722001165101459464556","8.62","8.62","没有申请退款","无退款申请","2022-09-07 23:49:47","2022-09-07 23:50:03"
="2874927314756876331",="2874927314756876331","陈克明杂粮紫薯面粉1kg 黑米荞麦粗粮面粉早餐煎饼窝头包子面粉","17.90","1","null","口味：杂粮风味紫薯面粉1kg*1袋","null","null","交易成功","null",="2022090722001141881416592465","17.90","17.90","没有申请退款","无退款申请","2022-09-07 23:49:22","2022-09-07 23:49:38"
="2874516265900382616",="2874516265900382616","【99价】川南爽口下饭菜开味菜454g瓶装黄花豇豆咸菜四川早餐学生酱菜榨菜","9.80","4","null","口味：黄花下饭菜235g","null","null","交易成功","null",="2022090722001112851428706535","37.24","37.24","没有申请退款","无退款申请","2022-09-07 23:49:05","2022-09-07 23:49:25"
="1664559444255971482",="1664559444255971482","【99价】海底捞火锅蘸料120g*3包原味香辣麻辣芝麻花生酱小包装调味料家用","11.70","1","null","口味：香辣蘸料120g*3袋","null","null","交易成功","null",="2022090722001122491419819025","10.02","10.02","没有申请退款","无退款申请","2022-09-07 23:48:09","2022-09-07 23:48:18"
="2873671740409947547",="2873671740409947547","【99价】小肥羊清汤火锅底料160g不辣大骨汤调味料番茄煲汤辣汤内蒙古正宗","25.50","1","null","口味：清汤+辣汤+番茄（送土豆粉2包+10包干碟）","null","null","交易成功","null",="2022090722001186931411772590","20.22","20.22","没有申请退款","无退款申请","2022-09-07 23:48:05","2022-09-07 23:48:28"
="2874924038850842640",="2874924038850842640","【99价】草原红太阳烧烤酱炸串刷料酱奥尔良腌烤鸡翅料烤肉蘸料调料家用","5.80","1","null","口味：原味烧烤酱110g","null","null","交易成功","null",="2022090722001171111456775064","5.63","5.63","没有申请退款","无退款申请","2022-09-07 23:46:40","2022-09-07 23:46:46"
="1664558652027503390",="1664558652027503390","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨番茄底料125g","null","null","交易成功","null",="2022090722001127661449519575","6.56","6.56","没有申请退款","无退款申请","2022-09-07 23:46:24","2022-09-07 23:51:31"
="2875228347043512428",="2875228347043512428","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","卖家已发货，等待买家确认","null",="2022090722001166531412992772","6.56","6.56","没有申请退款","无退款申请","2022-09-07 23:46:21","2022-09-07 23:46:36"
="2874513961408680932",="2874513961408680932","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","13.80","1","null","口味：【买就送5】醇香牛油+浓香牛油","null","null","交易成功","null",="2022090722001128051401396339","13.80","13.80","没有申请退款","无退款申请","2022-09-07 23:45:55","2022-09-07 23:46:01"
="2874511909535887721",="2874511909535887721","【99价】海底捞小料台火锅蘸料油碟花生芝麻酱调料蘸酱蒜蓉沙茶酱香辣干碟","16.50","1","null","口味：【15号】香辣干碟蘸料20g*6袋","null","null","交易成功","null",="2022090722001115571444318079","14.85","14.85","没有申请退款","无退款申请","2022-09-07 23:44:29","2022-09-07 23:44:31"
="1665266558444991296",="1665266558444991296","【99价】陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：细挂面800g*3袋","null","null","交易成功","null",="2022090722001132231456133003","20.28","20.28","没有申请退款","无退款申请","2022-09-07 23:43:53","2022-09-07 23:44:04"
="2873661876981804941",="2873661876980804941","凤球唛沙茶酱240g沙爹酱沙茶酱沙茶面火锅蘸酱调料品正宗潮汕特产","20.00","1","fqmscj01","null","null","null","交易成功","fqmscj01",="2022090722001160301446841325","10.48","10.48","没有申请退款","无退款申请","2022-09-07 23:42:08","2022-09-07 23:42:16"
="2873661876982804941",="2873661876980804941","【99价】正品海天海鲜酱400g小瓶装烧烤蘸料红烧肉鱼拌面调味酱油火锅调料","17.90","1","hthxj001","口味：【实惠大瓶】-.海鲜酱400g*1瓶+柱候酱*1瓶","null","null","交易成功","hthxj001",="2022090722001160301446841325","17.37","17.37","没有申请退款","无退款申请","2022-09-07 23:42:08","2022-09-07 23:42:16"
="2875220931138749531",="2875220931138749531","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022090722001118561446277857","6.90","6.90","没有申请退款","无退款申请","2022-09-07 23:40:19","2022-09-07 23:40:27"
="1665375997695480985",="1665375997695480985","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","42.40","1","MJZH12","口味：鸡茸玉米*6盒","null","null","交易成功","MJZH12",="2022090722001196671450147418","32.40","32.40","没有申请退款","无退款申请","2022-09-07 23:40:11","2022-09-07 23:40:12"
="1665263210576480985",="1665263210576480985","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","42.40","1","MJZH12","口味：鸡茸玉米*6盒","null","null","交易成功","MJZH12",="2022090722001196671449438667","32.40","32.40","没有申请退款","无退款申请","2022-09-07 23:39:38","2022-09-07 23:39:39"
="2874503773996482213",="2874503773996482213","【99价】太太乐三鲜鸡精500g 煲汤炒菜增鲜火锅代替味精鸡精家用厨房调料","19.90","1","ttljj02","null","null","null","交易成功","ttljj02",="2022090722001158451431869617","19.31","19.31","没有申请退款","无退款申请","2022-09-07 23:39:24","2022-09-07 23:39:25"
="2874914390634695211",="2874914390634695211","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","22.80","1","null","口味：【买就送5】清油麻辣220g+番茄底料","null","null","交易成功","null",="2022090722001170341427937770","21.66","21.66","没有申请退款","无退款申请","2022-09-07 23:38:34","2022-09-07 23:38:35"
="2875218375195803221",="2875218375195803221","【99价】海底捞自热米饭自热锅煲仔饭即食自热宿舍快餐免煮饭方便速食食品","13.90","1","null","口味：黄焖鸡自热米饭*1盒（送香菇酱2包）","null","null","交易关闭","null",="2022090722001129821409438387","12.90","12.90","退款成功","12.90","2022-09-07 23:38:07","2022-09-07 23:38:18"
="1665375709015914987",="1665375709015914987","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：浓香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022090722001111761400353832","6.56","6.56","没有申请退款","无退款申请","2022-09-07 23:37:58","2022-09-07 23:38:06"
="2875216359488352203",="2875216359488352203","凤球唛开心厨鸡粉调味料225g商用家用盐局鸡精味精炒菜佐汤料调料","14.90","1","fqmjf02","null","null","null","交易成功","fqmjf02",="2022090722001187391423788667","14.46","14.46","没有申请退款","无退款申请","2022-09-07 23:37:17","2022-09-07 23:37:20"
="2873657772452757520",="2873657772452757520","【99价】王致和红豆沙馅泥500g家用粽子月饼馅料面包夹心商用即食包子烘培","16.80","1","WZHZH04","颜色分类：【每袋8.4元】红豆沙500g*2袋","null","null","交易成功","WZHZH04",="2022090722001188321417931112","16.80","16.80","没有申请退款","无退款申请","2022-09-07 23:37:06","2022-09-07 23:37:12"
="1665261446551776176",="1665261446551776176","海天添丁甜醋450ml黑米醋组合产妇月子醋煲猪蹄猪脚姜醋广东甜醋","40.00","1","HTZH82","null","null","null","交易成功","HTZH82",="2022090722001187071455404949","17.27","17.27","没有申请退款","无退款申请","2022-09-07 23:36:47","2022-09-07 23:36:54"
="2873656332793390928",="2873656332793390928","【99价】海底捞火锅蘸料120g*3包原味香辣麻辣芝麻花生酱小包装调味料家用","11.70","1","null","口味：香辣蘸料120g*3袋","null","null","交易成功","null",="2022090722001136151403007967","11.35","11.35","没有申请退款","无退款申请","2022-09-07 23:36:32","2022-09-07 23:36:37"
="1665283155058303267",="1665283155058303267","安琪高活性干酵母粉5g低糖型耐高糖型发孝包子发面发酵粉家用商用","5.50","1","AQZH07","颜色分类：5g*5袋【送蒸布+切刀】","null","null","交易关闭","AQZH07",="2022090722001171181459716989","5.23","5.23","退款成功","5.23","2022-09-07 23:36:31","2022-09-07 23:36:34"
="2873653992930169463",="2873653992930169463","【99价】陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：细挂面800g*3袋","null","null","交易成功","null",="2022090722001168181452832849","20.28","20.28","没有申请退款","无退款申请","2022-09-07 23:35:48","2022-09-08 00:17:22"
="1665261194194175175",="1665261194194175175","【99价】海天柱侯酱380g*2瓶柱候酱炖肉火锅蘸酱拌饭拌面烧烤调味酱广东","8.90","1","HTZH01","口味：【便捷小瓶】-.柱侯酱240g*1瓶","null","null","交易关闭","HTZH01",="2022090722001101821411901707","8.64","8.64","退款成功","8.64","2022-09-07 23:35:27","2022-09-08 00:20:59"
="1664550876337937478",="1664550876336937478","【99价】海底捞火锅蘸料120g*3包原味香辣麻辣芝麻花生酱小包装调味料家用","11.70","1","null","口味：原味蘸料120g*3袋","null","null","交易成功","null",="2022090722001133871414308680","10.10","10.10","没有申请退款","无退款申请","2022-09-07 23:34:29","2022-09-07 23:40:40"
="1664550876338937478",="1664550876336937478","【99价】海底捞火锅蘸料120g*3包原味香辣麻辣芝麻花生酱小包装调味料家用","11.70","1","null","口味：香辣蘸料120g*3袋","null","null","交易成功","null",="2022090722001133871414308680","10.10","10.10","没有申请退款","无退款申请","2022-09-07 23:34:29","2022-09-07 23:40:40"
="1665260294270118889",="1665260294269118889","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","12.90","2","null","口味：麻辣香锅220g*1袋（3-5人份）","null","null","交易成功","null",="2022090722001162211451168836","25.80","25.80","没有申请退款","无退款申请","2022-09-07 23:34:25","2022-09-07 23:34:27"
="1665260294271118889",="1665260294269118889","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","12.90","1","null","口味：鲜香菌汤110g*1袋（3-5人份）","null","null","交易成功","null",="2022090722001162211451168836","12.90","12.90","没有申请退款","无退款申请","2022-09-07 23:34:25","2022-09-07 23:34:27"
="1665260294272118889",="1665260294269118889","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","9.90","2","null","口味：酸香番茄200g*1袋（3-5人份）","null","null","交易成功","null",="2022090722001162211451168836","19.80","19.80","没有申请退款","无退款申请","2022-09-07 23:34:25","2022-09-07 23:34:27"
="1665260294273118889",="1665260294269118889","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","6","null","口味：1人份丨番茄底料125g","null","null","交易成功","null",="2022090722001162211451168836","41.40","41.40","没有申请退款","无退款申请","2022-09-07 23:34:25","2022-09-07 23:34:27"
="2873654316378713818",="2873654316378713818","【99价】王致和韭花酱320g*2瓶 商用涮羊肉烧烤蘸菜酱涮羊肉烧烤火锅蘸料","26.90","1","WZHZH16","口味：韭菜花酱320g*4瓶","null","null","交易成功","WZHZH16",="2022090722001124591449726495","22.66","22.50","没有申请退款","无退款申请","2022-09-07 23:34:21","2022-09-07 23:45:00"
="1664550120732943390",="1664550120732943390","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022090722001172531422793391","6.56","6.56","没有申请退款","无退款申请","2022-09-07 23:34:17","2022-09-07 23:34:22"
="2875211067611429600",="2875211067611429600","【99价】陈克明热干面900g*2筒武汉热干面凉面碱水面挂面细扁炒面条炸酱面","35.00","1","null","null","null","null","交易成功","null",="2022090722001107861411165768","19.19","19.19","没有申请退款","无退款申请","2022-09-07 23:34:06","2022-09-07 23:34:14"
="2874497833808860117",="2874497833808860117","【99价】海天添丁甜醋450ml*2产妇月子醋正品煲猪蹄猪脚姜醋广东糯米甜醋","30.00","1","HTZH78","null","null","null","交易成功","HTZH78",="2022090722001139361419734296","19.43","19.43","没有申请退款","无退款申请","2022-09-07 23:34:04","2022-09-07 23:34:11"
="2875212831099453140",="2875212831099453140","安琪面包馒头改良剂50g*5袋 家用吐司面包烘焙材料泡打粉酵母粉","7.80","1","AQZH74","颜色分类：面包改良剂50g*2袋","null","null","交易成功","AQZH74",="2022090722001106201408003006","7.57","7.57","没有申请退款","无退款申请","2022-09-07 23:33:58","2022-09-07 23:34:05"
="1664549832092013380",="1664549832092013380","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","42.40","1","MJZH62","口味：【共6盒】原味牛肉2盒+玉米2盒+咖喱2盒","null","null","交易成功","MJZH62",="2022090722001177191454438885","32.40","32.40","没有申请退款","无退款申请","2022-09-07 23:32:38","2022-09-07 23:32:56"
="1664548464832203795",="1664548464832203795","【99价】陈克明宽挂面800g*3袋 热干面油泼面炸酱面烩面炒面凉面速食面条","20.90","1","null","口味：细挂面800g*3袋","null","null","交易成功","null",="2022090722001191501440504375","20.48","20.48","没有申请退款","无退款申请","2022-09-07 23:32:28","2022-09-07 23:32:30"
="2874907010527240012",="2874907010527240012","【99价】陈克明鸡蛋风味面500g*3袋 非油炸波纹面条方便面麻辣烫火锅面条","15.90","1","null","口味：【非油炸】鸡蛋风味面500g*2袋(小包）","null","null","交易成功","null",="2022090722001122431411638528","13.41","13.41","没有申请退款","无退款申请","2022-09-07 23:32:10","2022-09-07 23:32:17"
="2873650392575508224",="2873650392575508224","【99价】味千拉面猪骨汤3袋装 带调料包鸡汤日式豚骨汤料包半干速食鲜面条","32.99","1","null","口味：猪骨汤拉面305g*3袋","null","null","交易成功","null",="2022090722001129431408887307","27.70","27.70","没有申请退款","无退款申请","2022-09-07 23:31:48","2022-09-07 23:31:54"
="2874903878992640859",="2874903878991640859","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","9.90","1","null","口味：酸香番茄200g*1袋（3-5人份）","null","null","交易成功","null",="2022090722001162071400236925","9.41","9.41","没有申请退款","无退款申请","2022-09-07 23:31:20","2022-09-07 23:31:23"
="2874903878993640859",="2874903878991640859","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨清油底料120g","null","null","交易成功","null",="2022090722001162071400236925","6.56","6.56","没有申请退款","无退款申请","2022-09-07 23:31:20","2022-09-07 23:31:23"
="2874903878994640859",="2874903878991640859","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：1人份丨冬阴功底料120g","null","null","交易成功","null",="2022090722001162071400236925","6.56","6.56","没有申请退款","无退款申请","2022-09-07 23:31:20","2022-09-07 23:31:23"
="2873647692885602711",="2873647692885602711","【99价】海底捞火锅蘸料120g*3包原味香辣麻辣芝麻花生酱小包装调味料家用","11.70","1","null","口味：原味蘸料120g*3袋","null","null","交易成功","null",="2022090722001133141456211846","9.79","9.79","没有申请退款","无退款申请","2022-09-07 23:30:56","2022-09-07 23:31:19"
="1665258422182097999",="1665258422182097999","【99价】海底捞火锅蘸料原味香辣麻辣组合花生芝麻酱火锅调味料小包装家用","19.50","1","null","口味：香辣3包+麻辣2包送土豆粉2包）","null","null","交易成功","null",="2022090722001196281406141537","19.50","19.50","没有申请退款","无退款申请","2022-09-07 23:30:32","2022-09-07 23:30:48"
="2874467629971779304",="2874467629970779304","川娃子黄焖鸡调味料120g*3袋黄焖酱汁排骨米饭调料包秘制酱料家用","9.90","1","null","口味：黄焖鸡调味料120g*1袋（内含2小袋）","null","null","交易成功","null",="2022090722001133121458267555","8.30","8.30","没有申请退款","无退款申请","2022-09-07 23:30:21","2022-09-07 23:30:27"
="2874467629972779304",="2874467629970779304","【99价】川娃子酸汤肥牛调味料260g*3袋酸汤鱼酸辣金汤麻辣烫鱼火锅底料","29.80","1","null","口味：【每袋9.94元】酸汤肥牛底料260g*3袋","null","null","交易成功","null",="2022090722001133121458267555","24.97","24.97","没有申请退款","无退款申请","2022-09-07 23:30:21","2022-09-07 23:30:27"
="1665370669073541799",="1665370669073541799","【99价】海底捞火锅蘸料原味香辣麻辣组合花生芝麻酱火锅调味料小包装家用","11.70","1","null","口味：原味120g*3包（送5包调味料）","null","null","交易成功","null",="2022090722001154201419549361","11.35","11.35","没有申请退款","无退款申请","2022-09-07 23:29:59","2022-09-07 23:30:02"
="1664546592893292998",="1664546592893292998","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","6.90","1","null","口味：醇香牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022090722001127381426829949","6.56","6.56","没有申请退款","无退款申请","2022-09-07 23:29:50","2022-09-07 23:31:07"
="2873646468721150442",="2873646468721150442","海底捞火锅底料牛油番茄菌汤清汤清油麻辣家用小包装一人份重庆","7.90","1","null","口味：青椒牛油150g*1袋（2-3人份）","null","null","交易成功","null",="2022090722001170971414671496","7.51","7.51","没有申请退款","无退款申请","2022-09-07 23:29:21","2022-09-07 23:29:35"
="1665256010987541799",="1665256010987541799","【99价】海底捞火锅蘸料原味香辣麻辣组合花生芝麻酱火锅调味料小包装家用","11.70","1","null","口味：麻辣味120g*3包（送5包调味料）","null","null","交易成功","null",="2022090722001154201420228203","11.35","11.35","没有申请退款","无退款申请","2022-09-07 23:29:00","2022-09-07 23:29:05"
="2874901718665422611",="2874901718665422611","【99价】海底捞火锅蘸料120g*3包原味香辣麻辣芝麻花生酱小包装调味料家用","11.70","1","null","口味：麻辣蘸料120g*3袋","null","null","交易成功","null",="2022090722001160891418957741","11.35","11.35","没有申请退款","无退款申请","2022-09-07 23:28:38","2022-09-07 23:28:43"
="2875202679147313847",="2875202679147313847","雀巢Maggi美极土豆泥速食冲泡桶装懒人早餐食品即食方便速溶宵夜","53.20","1","MJZH58","口味：【共8盒】4口味各2盒（经典款）","null","null","交易成功","MJZH58",="2022090722001169541419978661","43.20","43.20","没有申请退款","无退款申请","2022-09-07 23:26:52","2022-09-07 23:26:54"
